"id_training_data","id_berita","id_topik","berita","trainig_class"
"325","437","6","Situs Wisata Gua Pawon Belum Masuk Prioritas Ridwan Kamil di 2019","None"
"326","438","6","Viral Video Biker Pukul Spion Mobil hingga Patah di Lembang","None"
"327","439","6","Angin Kencang Terjang Lereng Merapi Boyolali, Puluhan Rumah Rusak","None"
"328","440","6","Reuni 212 Dinilai Gerakan Politik dan Minim Edukasi Elektoral","None"
"329","441","6","Sandiaga Didapuk Jadi Keluarga Ponpes Sunan Drajat: Ini Kehormatan","None"
"330","442","6","2 Pengedar Sabu yang Disergap di Tol Merupakan Jaringan Lapas","None"
"331","443","6","Cerita Korban Pencurian yang Motornya Ditemukan Polres Indramayu","None"
"332","444","6","Polisi Amankan Kosmetik Ilegal yang Endorse 6 Artis Indonesia","None"
"333","445","6","Sosok Handianto Tjokrosaputro, Bos Batik Keris yang Tutup Usia","None"
"334","446","6","Kades yang Kampanye Sandiaga Bakal Disidang Maraton","None"
"335","447","6","Puluhan Rumah di Wonosoco Kudus Diterjang Banjir Bandang","None"
"336","448","6","312 Motor Curian Dipamerkan di Mapolres Indramayu","None"
"337","449","6","Ridwan Kamil Luncurkan Jabar Masagi di Gedung Negara Cirebon","None"
"338","450","6","KPK Periksa Pejabat Perum Jasa Tirta di Mapolres Purwakarta","None"
"339","451","6","Polres Cirebon Tangkap Pembunuh Atun","None"
"340","452","6","Wawan Suap Kalapas Sukamiskin buat 'Ngamar', Masih Sampai Sekarang?","None"
"341","453","6","Nelayan Karawang Tanam Mangrove Langka di Pantai Pasir Putih","None"
"342","454","6","Tiga Tahun Diresmikan, Pasar 'Keren' Sarijadi Masih Sepi Melompong","None"
"343","455","6","Ini Sensen Komara yang Disebut Pengikutnya Sosok Rasul","None"
"344","456","6","Longsor Kembali Terjadi di Trenggalek, Ini Rincian Kerusakannya","None"
"345","457","6","Pengasuh Ponpes Bantah Cabuli 4 Santri, Keluarga Korban Tuntut Ini","None"
"346","458","6","Pemerintah Gelontorkan Rp 640 Miliar untuk Sungai Citarum","None"
"347","459","6","Mobil Sedan Terbakar di Simpang Tiga Taman Pelangi, 3 Penumpang Shock","None"
"348","460","6","Pemkot Bandung Ambil Alih Pengelolaan Pasar Baru","None"
"349","461","6","11 Pasar di Kota Bandung Direvitalisasi","None"
"350","462","6","Begini Situasinya Jika Tunagrahita Simulasi Pencoblosan di Ponorogo","None"
"351","463","6","Terima Suap dari Napi Lapas Sukamiskin, Wahid: Saya Khilaf","None"
"352","464","6","Kades yang Kampanyekan Sandiaga Lolos dari Sanksi Pemberhentian","None"
"353","465","6","Berkat Nama, Waspada Bersyukur Bisa Ketemu Jodoh","None"
"354","466","6","Pohon Tumbang Timpa Dua Mobil di Jember, Pengemudi Luka Ringan","None"
"355","467","6","Dimas Kanjeng Divonis Nihil, Jaksa Ajukan Banding","None"
"356","468","6","Terungkap! Fuad Amin Pura-pura ke RS Padahal ke Rumah Mewah di Dago","None"
"357","469","6","Sungai Cisarua Sukabumi Meluap, 10 Rumah Warga Terendam","None"
"358","470","6","KPPU Awasi Industri Jasa Uang Tambang","None"
"359","471","6","KLHK: 437 Perusahaan di Indonesia Berpredikat Hijau Emas","None"
"360","472","6","Tawuran Pelajar di Cirebon, Polisi Minta Sekolah Tindak Tegas","None"
"361","473","6","Festival Kebaya Banyuwangi Tampilkan Sentuhan Segar 100 Desain","None"
"362","474","6","Tim Jabar Saber Hoaks Digawangi Milenial","None"
"363","475","6","Aliran Sesat Sensen Komara Bikin Resah Warga Garut","None"
"364","476","6","800 Polisi Kawal Pesta Tahun Baru di Cirebon","None"
"365","477","6","Nenek Tewas Tertimbun Longsor di Sukabumi","None"
"366","478","6","Polisi Gowes Bareng Ulama dan Ormas Islam Jalin Silaturahmi","None"
"367","479","6","Akhir Tahun, Pabrik KA Terbesar di Indonesia Dibangun di Banyuwangi","None"
"368","480","6","Tempat Ini akan Jadi Destinasi Wisata Arsitektur Banyuwangi","None"
"369","481","3","Peserta Reuni 212 Berdatangan di Stasiun Gondangdia","None"
"370","482","3","Ribuan Peserta Reuni 212 Padati Stasiun Bogor Malam Ini","None"
"371","483","3","Dirjen PAS: Napi di Aceh Bisa Salat Berjamaah, Tapi Malah Dimanfaatkan Oknum untuk Kabur","None"
"372","484","3","Antisipasi Antrean Penumpang saat Reuni 212, KCI Tambah Petugas dan Loket di Stasiun","None"
"373","485","3","Bocah Laki-Laki Tenggelam di Kali Batang Hari Jakbar","None"
"374","486","3","Stasiun Gondangdia dan Juanda Lengang Pasca-Aksi Reuni 212","None"
"375","487","3","Ini Identitas 7 Mahasiswa UNPRI yang Tewas di Pemandian Air Panas","None"
"376","488","3","Mahasiswa UNPRI Pergi Berlibur Tanpa Sepengetahuan Pihak Kampus","None"
"377","489","3","","None"
"378","490","3","Didor Polisi, 2 Pengendali Sabu Sindikat Malaysia Sudah Diintai Sebulan","None"
"379","491","3","Jalur Pantura Semarang & Kendal-Batang Banjir, Awas Macet!","None"
"380","492","3","Arti Panggilan Khusus \"McLaren\" dari Ketua Umum PPP ke Yaya Purnomo Akhirnya Terungkap","None"
"381","493","3","Peneliti: Permukaan Tanah Jakut Turun 11 Cm per Tahun","None"
"382","494","3","Jalur Pantura Kaligawe Banjir Parah, Ganjar: Maaf, Saya Bertanggung Jawab","None"
"383","495","3","Curhat 2 Hari Kebanjiran, Ganjar Traktir Warga Semarang Mi Ayam","None"
"384","496","3","Curhat Menolak Tuhan dan Kritik Orang Yahudi, Surat Albert Einstein Dilelang","None"
"385","497","3","Residivis Ini Nekat Curi Motor untuk Berfoya-foya dengan 2 Istrinya","None"
"386","498","3","Jadi Perantara Korupsi E-KTP, Keponakan Setnov dan Made Oka Divonis 10 Tahun Penjara","None"
"387","499","3","Diduga Ada Kesalahan Prosedur, Truk PJU Ditabrak Pemotor","None"
"388","500","3","Mencuri HP, Sepasang Kekasih Ditangkap Polisi","None"
"389","501","3","Polisi Sebut KKB di Nduga Bukan Bagian dari OPM","None"
"390","502","3","","None"
"391","503","3","Kuasa Hukum Sebut Habib Bahar Ditetapkan Tersangka Setelah 11 Jam Diperiksa","None"
"392","504","3","Hendak Tawuran, Ratusan Pelajar 2 Sekolah Diamankan Polisi","None"
"393","505","3","Bicara di Forum Internasional, Hary Tanoe: Sektor Properti & Pariwisata Harus Didukung!","None"
"394","506","3","Polri Diminta Tegas Tangani Kasus Habib Bahar","None"
"395","507","3","Tercatat 1.697 Bangunan Rusak Akibat Terjangan Puting Beliung di Bogor","None"
"396","508","3","Tabrakan Pesawat Militer AS di Jepang, 1 Marinir Tewas dan 5 Hilang","None"
"397","509","3","Intip Keseruan Selfie dengan Alat Perang TNI AD di Lapangan Jenderal Soedirman","None"
"398","510","3","Ombudsman DKI Sebut Pintu Keluar JPM Tanah Abang Tempat Mangkal Copet","None"
"399","511","3","Desak Pertahankan Keistimewaan Melayu, Puluhan Ribu Orang Berunjuk Rasa di Malaysia","None"
"400","512","3","Ratusan Ribu Jemaat Hadiri Acara Natal di GBK, 350 Aparat Gabungan Diterjunkan","None"
"401","513","3","Mapolsek Genuk Kebanjiran, Polisi Gotong Royong Bikin Tanggul Darurat","None"
"402","514","3","Ekspor Anak Ayam Ke Timor Leste Terus Meningkat","None"
"403","515","4","Google Doodle Tampilkan Pahlawan Perempuan Indonesia asal Minahasa, Maria Walanda Maramis","None"
"404","516","4","Berita Hoax Marak di WhatsApp Jelang Pemilu Nigeria","None"
"405","517","4","Google Gagal Bangun YouTube Premium?","None"
"406","518","4","iPhone XS, XS Max dan XR Bakal Masuk Indonesia","None"
"407","519","4","Windows 10 Bakal Disemati Fitur Anti Sadap Suara","None"
"408","520","4","Google Hangouts Bakal Dimatikan di 2020?","None"
"409","521","4","Galaxy Fold Jadi Nama Ponsel Lipat Samsung?","None"
"410","522","4","","None"
"411","523","4","Seperti Ini Wujud Mobile LED Screen Pertama di Indonesia","None"
"412","524","4","Ini 3 Ponsel dengan RAM hingga 10GB","None"
"413","525","4","Menakjubkan, Ini Penampakan Bulan dari Jarak Dekat","None"
"414","526","4","2019, NASA Berencana Luncurkan Misi Pendaratan di Bulan","None"
"415","527","4","Ini Teknologi Speaker Stella Utopia EM Evo III Seharga Rp5 Miliar","None"
"416","528","4","Dilelang, Tiga Batu Bulan Era Soviet Laku Rp12,2 Miliar","None"
"417","529","4","Adopsi Apple iOS 12 Lebih Cepat Ketimbang iOS 11","None"
"418","530","4","SpaceX Tunda Penerbangan Falcon 9 ke Luar Angkasa","None"
"419","531","4","MNC Play Dukung Gelaran IMBEX 2018","None"
"420","532","4","Predator Helios 300 Bisa Jalankan Game Berat dengan Fitur Backlit Keyboard","None"
"421","533","4","Resmi Meluncur, RedBus Tawarkan Layanan Pemesan Tiket Bus Online","None"
"422","534","4","Peneliti Ciptakan Inovasi Terinspirasi dari Lidah Kucing","None"
"423","535","4","Saingi Samsung, Sony Bikin Ponsel Lipat dengan Layar Transparan","None"
"424","536","4","Virgin Galactic Kirim Manusia ke Luar Angkasa Akhir Desember 2018","None"
"425","537","4","Google Search Mudahkan Pengguna Mencari Lowongan Pekerjaan","None"
"426","538","4","Google Hadirkan Ponsel Rp99 Ribu 'WizPhone', Ini Fiturnya","None"
"427","539","4","YouTuber Berusia 7 Tahun Ini Miliki Penghasilan Rp314 Miliar","None"
"428","540","4","Asus ROG Phone Siap Meluncur 11 Desember, Ini Spesifikasinya","None"
"429","541","4","Asisten Google Meluncur di Ponsel Murah WizPhone","None"
"430","542","4","Google Beri Pelatihan 1 Juta UKM hingga 2020","None"
"431","543","4","Asteroid Bennu Bakal Tabrak Bumi dan Sebabkan Kiamat?","None"
"432","544","4","Ditemukan Dinosaurus Spesies Baru Diyakini Hidup 100 Juta Tahun Lalu","None"
"433","545","4","Rilis 11 Desember, Ini Bocoran ZenFone Max Pro M2","None"
"434","546","4","Selain Snapdragon 855, Ini Deretan Teknologi yang Dipamerkan Qualcomm","None"
"435","547","4","3 Tips Charging agar Ponsel Anda Awet","None"
"436","548","4","Revenue PUBG Mobile Lampaui Fortnite untuk Pertama Kalinya","None"
"437","549","4","Xperia XZ4 Jadi Ponsel Pertama yang Cicipi Snapdragon 855?","None"
"438","550","4","Jaringan 5G Lahirkan Transisi Teknologi Terbesar, Ini Tantangannya","None"
"439","551","4","Ini Cara agar PUBG Mobile Lancar Dimainkan di Ponsel","None"
"440","552","4","Update Fortnite Tambah Kendaraan dan Senjata Custom","None"
"441","553","4","Google Bakal Matikan Aplikasi Allo, Kenapa?","None"
"442","554","4","Ini Spesifikasi Asus ROG Zephyrus S dengan Desain Tipis","None"
"443","555","4","Asus Perkenalkan Sejumlah Laptop Gaming Terbaru di Indonesia","None"
"444","556","4","OnePlus Terbaru Bakal Dukung 5G dengan Snapdragon 855","None"
"445","557","4","Baru Punya Smartphone Android? Ini Hal yang Perlu Anda Perhatikan","None"
"446","558","4","11 Desember, ICI dan APSTV Siap Gelar IDCon18","None"
"447","559","4","Game Crash Team Racing Versi Baru Hadir Juni 2019","None"
"448","560","4","Gratis, Game CS:GO Bawa Modus Battle Royale","None"
"449","561","4","Apple Watch Series 4 Hadirkan Fitur Monitor Detak Jantung","None"
"450","562","4","Lenovo Perkenalkan Dua Laptop Baru, Yoga C930 dan Yoga S730","None"
"451","563","4","Epic, Developer Game Fortnite Buka Store Resmi","None"
"452","564","4","Rilis di Rusia, Ini Harga Zenfone Max Pro M2","None"
"453","565","4","Daftar 4 Ponsel Gaming Terbaik","None"
"454","566","4","Perangkat Seluler dan Fesyen Bakal Jadi Incaran di Harbolnas 2018","None"
"455","567","4","Bawa Bibit Kentang, China Luncurkan Wahana Pendarat ke Bulan","None"
"456","568","4","Google Tambah Fitur Smart Reply untuk Hangouts Chat","None"
"457","569","4","Apple Rilis Alat Pelacak Gerakan Tubuh saat Pengguna Tidur","None"
"458","570","4","God of War Dinobatkan Jadi Game Terbaik di 2018","None"
"459","571","4","Facebook Akan Hadirkan Fitur Live Shopping","None"
"460","572","4","NASA InSight Tangkap Suara Angin Pertama Kali di Mars","None"
"461","573","6","Andrew White dan Nana Mirdad Berbagi Tips Menjaga Keharmonisan Rumah Tangga","None"
"462","574","6","Sering Mendengarkan Musik Pakai Earphone saat Tidur? Ini Bahayanya","None"
"463","575","6","Ingin Luluhkan Hati Gebetan? Ajak Pergi ke 5 Tempat Wisata Ini","None"
"464","576","6","Kenali 9 Tanda HIV yang Sering Diabaikan","None"
"465","577","6","Hunting Foto di Malam Hari? Ini 5 Spot Instagenik Paling Recommended!","None"
"466","578","6","5 Taman Wisata Burung Ini Jadi Destinasi Kekinian","None"
"467","579","6","Mau Terlihat Lebih Ramping saat Difoto? Simak Tips dari Fotografer Langganan Artis Diera Bachir","None"
"468","580","6","Liburan ke Dubai? Yuk Intip 4 Beach Club yang Bisa Kamu Kunjungi","None"
"469","581","6","Tak Kalah dengan Manusia 10 Hewan Ini Menjaga Anaknya dengan Penuh Dedikasi","None"
"470","582","6","Ingin Liburan Musim Dingin? Yuk Kunjungi Festival Cahaya Terbesar d","None"
"471","583","6","Viral Bocah SD Menahan Tangis Sambil Nyanyi Lagu Blackpink saat Disuntik","None"
"472","584","6","Ingin Alis Tampak Natural, Nikita Willy Jajal Tren Sulam Alis 2019","None"
"473","585","6","Casing Ponsel Menyimpan Bakteri Hampir 17 Kali Lebih Banyak daripada Dudukan Toilet","None"
"474","586","6","Alergi Cat Rambut, Kepala Wanita Ini Membesar 2 Kali Lipat","None"
"475","587","6","Berencana Naik Kapal Pesiar untuk Pertama Kali? Ketahui 5 Hal Ini Dulu","None"
"476","588","6","Travel Blogger Kenny Santana Ungkap Pentingnya Menggunakan Asuransi saat Melancong ke Luar Negeri","None"
"477","589","6","Perlukah Menggunakan Jasa Fotografi saat Traveling?","None"
"478","590","6","Cara Cerdas Milenial Manfaatkan Promo untuk Liburan Akhir Tahun","None"
"479","591","6","Bocah 7 Tahun Ini Jadi YouTuber Terkaya di Dunia Hanya dari Mengulas Mainan","None"
"480","592","6","Pakai Gaun Pink yang Sama, Lebih Kece Beyonce atau Deepika Padukone?","None"
"481","593","6","Jennie Blackpink, si Fashion Diva Pencinta Chanel Sejati","None"
"482","594","6","Atasi Anak Sembelit dengan Diolesi Minyak Kayu Putih, Mitos atau Fakta?","None"
"483","595","6","Agar Rutin Berolahraga, Perusahaan Ini Denda Karyawan yang Malas Berjalan","None"
"484","596","6","Jangan Sampai Bisul Makin Parah, Gunakan Pengobatan Alami Ini di Rumah","None"
"485","597","6","Milenial Diklaim 'Membunuh' Industri Tuna Kalengan, Ini Alasannya","None"
"486","598","6","Karantina Miss World 2018 di China, Alya Nurshabrina Sempatkan Peringati Ulang Tahun sang Ayah","None"
"487","599","6","Dua Kebijakan Ini Jadi Kunci Kemenpar Tarik Kunjungan Wisman","None"
"488","600","6","22 Tahun Bersahabat, Ini Kunci Awet ala Enda-Oncy \"Ungu\"","None"
"489","601","6","Mengenal Sleep Texting, Gangguan Tidur yang Membuat Anda Mengirim Pesan Tanpa Sadar","None"
"490","602","6","4 Alasan Anda Tetap Begadang Meski Tahu Dampak Buruknya","None"
"491","603","6","Pasanganmu Kecanduan Nonton Film Porno? Coba 4 Langkah Terapi Berikut","None"
"492","604","6","Toilet Training Ternyata Berkaitan dengan Hasrat Seksual Anak","None"
"493","605","6","Jerawat dan Komedo Membandel, Atasi dengan Kentang","None"
"494","606","6","Judas Priest Manggung di Jakarta, Ini Tiga Aksesori Wajib Khas di Atas Panggung","None"
"495","607","6","Nekat Olahraga Berat Padahal Jarang Bergerak, Ini yang Bakal Terjadi pada Tubuhmu!","None"
"496","608","6","8 Kali Jadi Lokasi Malam Final Miss World, Inilah Obyek Wisata Menarik di Sanya, China","None"
"497","609","6","Ini Jawaban yang Hantarkan Vanessa Ponce De Leon Sukses Jadi Miss World 2018!","None"
"498","610","6","Meriahkan Final Miss World 2018, Dimash dan Sister Sledge Tampil Serba Hitam","None"
"499","611","6","Tahun Baruan Sambil Olahraga di Bintan KasmaRUN 2018","None"
"500","612","6","Pariwisata Majalengka Siap Terbang Lebih Tinggi dengan Kemasan Berbeda","None"
"501","613","2","Waskita Karya Talangi Anggaran Pembebasan Lahan Tol Bocimi","None"
"502","614","2","Tak Miliki Simulator Boeing 737 Max 8, Ini Kata Pilot Lion Air","None"
"503","615","2","Ada Tol Bocimi, Perjalanan ke Sukabumi Jadi Lebih Singkat","None"
"504","616","2","Pilot Lion Air Ungkap Ketatnya Aturan Sebelum Terbangkan Pesawat","None"
"505","617","2","Ini Cara Panasonic Dukung Industri Kreatif","None"
"506","618","2","Tarif Tol Bocimi Diperkirakan Rp 1.000 Per Kilometer","None"
"507","619","2","Jokowi: Tahun Depan, Bandara Sukabumi Mulai Dibangun","None"
"508","620","2","Geser Apple, Microsoft Jadi Perusahaan Paling Bernilai di Dunia","None"
"509","621","2","Penjualan Sepeda Motor untuk Operasional Perusahaan di Jateng Meningkat","None"
"510","622","2","Pilot Lion Air Sebut Keselamatan Penerbangan Harga Mati","None"
"511","623","2","Jokowi Heran Proyek Tol Bocimi Mangkrak hingga 21 Tahun","None"
"512","624","2","WTO Peringatkan Potensi Risiko Krisis Perdagangan Global","None"
"513","625","2","JK: Arab Saudi Minta Pembangunan Kilang Minyak Cilacap Dipercepat","None"
"514","626","2","Sempat Mangkrak 21 Tahun, Jokowi Resmikan Tol Bocimi Seksi 1","None"
"515","627","2","Kepada IMF, Venezuela Laporkan Inflasi 860 Persen Pada 2017","None"
"516","628","2","Sri Mulyani: Kekompakan Negara G20 seperti Menguap...","None"
"517","629","2","Harga Alumina Melonjak, Inalum Tetap Utamakan Pelanggan","None"
"518","630","2","Garuda Kembali Buka Rute Penerbangan Jakarta-London","None"
"519","631","2","Survei: Pelaku Bisnis Berharap Pembangunan Infrastruktur Lokal Direalisasikan","None"
"520","632","2","Ada Reuni 212, Penumpang KRL Melonjak","None"
"521","633","2","Apakah Hidup dan Pekerjaan Anda Seimbang? Cek di Sini","None"
"522","634","2","Per November, Sudah 60.000 KK Tersambung Listrik Gratis","None"
"523","635","2","Bonus Akhir Tahun Cair, Ini Cara Bijak Mengelolanya","None"
"524","636","2","Ada Reuni Aksi 212, Pola Operasi Pemberangkatan 25 KA Direkayasa","None"
"525","637","2","Baru 6 Keluarga Korban JT 610 Terima Uang Santunan dari Lion Air","None"
"526","638","2","Perang Dagang, China-AS Setuju Tidak Ada Tarif Tambahan Setelah 1 Januari 2019","None"
"527","639","2","Susi: Saya Enggak Mau Dengar Lagi Pengusaha Udang Jual Produk China, Thailand...","None"
"528","640","2","Bertemu Ratu Belanda, Sri Mulyani Diberi Resep Bangun Sektor Informal","None"
"529","641","2","Citilink Buka Rute Penerbangan Jakarta-Samarinda","None"
"530","642","2","Perusahaan Punya Waktu 30 Hari Laporkan Aktivitas Merger dan Akuisisi ke KPPU","None"
"531","643","2","Pemerintah Perpanjang IUPK Sementara Freeport","None"
"532","644","2","Pertamina Tunggu Waktu yang Tepat Turunkan Harga BBM non Subsidi","None"
"533","645","2","Kepala SKK Migas Berjanji Tak Akan Manjakan Pertamina","None"
"534","646","2","Utang Capai Rp 372 Triliun, Begini Kata PLN","None"
"535","647","2","300 Lebih Perusahaan Tak Laporkan Keputusan Merger dan Akuisisi ke KPPU","None"
"536","648","2","Bisakah Rupiah Terus Perkasa?","None"
"537","649","2","Ada Pertemuan IMF-Bank Dunia, Jumlah Wisman Oktober 2018 Justru Turun","None"
"538","650","2","PT KAI Terjunkan 6.172 Personel Amankan Angkutan Natal dan Tahun Baru","None"
"539","651","2","Rupiah Fluktuatif, Pengusaha Makanan dan Minuman Kebingungan","None"
"540","652","2","KPPU: Banyak Perusahaan di Indonesia Tak Lapor Aktivitas Merger dan Akuisisi","None"
"541","653","2","Gratis \"Ongkir\" Jadi Magnet Belanja Online","None"
"542","654","2","Sentimen Eksternal Topang Penguatan Rupiah Hari Ini","None"
"543","655","2","Peluang Kesuksesan Startup Hanya 5 Persen, Apa Sebabnya?","None"
"544","656","2","Arus Modal Masuk Diperkirakan Hanya Sampai Pertengahan Desember 2018","None"
"545","657","2","Maraknya Koperasi Bodong Bikin Asosiasi Gerah","None"
"546","658","2","Sambut Harbolnas, Tokopedia Diskon Mobil Yaris hingga 99 Persen","None"
"547","659","2","Pinjaman Tunai dari Kredivo Lebih Banyak Digunakan Untuk Pendidikan","None"
"548","660","2","Akhir Tahun 2018, PGN Targetkan Dumai Teraliri Gas","None"
"549","661","2","Pembayaran E-commerce Naik, Transaksi Kartu Kredit Bisa Tumbuh 5 Persen di 2019","None"
"550","662","2","Kredivo Sesuaikan Produk Pinjaman dengan Kebutuhan Millenial","None"
"551","663","2","Bank Commonwealth Luncurkan Kartu Debit Platinum dan World","None"
"552","664","2","2 Hal Ini Jadi Daya Tarik Orang Indonesia untuk Belanja Online","None"
"553","665","2","Jakarta Masuk 10 Besar Kota Paling Mahal untuk Barang Mewah di Asia","None"
"554","666","2","Harbolnas, Lazada Tawarkan Barang Mulai Harga Rp 12","None"
"555","667","2","Lewat Pinjaman Tunai, Kredivo Bidik Millenial","None"
"556","668","2","Menhub Akan Atur Rute Kendaraan Besar sepanjang Libur Natal dan Tahun Baru","None"
"557","669","2","Per September 2018, Utang BUMN Mencapai Rp 2.488 Triliun","None"
"558","670","2","Grup Bank Dunia Himpun 200 Miliar Dollar AS Untuk Aksi Melawan Perubahan Iklim 2021-2025","None"
"559","671","2","Pada 2021, Kementan Optimis Swasembada Bawang Putih","None"
"560","672","2","Bank Mandiri Kejar 30 Persen Pendapatan dari Transaksi Harbolnas","None"
"561","673","2","Kurang dari Setahun, DANA Dapat 4 Izin dari BI","None"
"562","674","2","Harbolnas 2018 Digelar Dua Hari, Satu Hari Khusus Produk Lokal","None"
"563","675","2","Kemenhub: Pengguna Angkutan Umum Turun Saat Natal dan Tahun Baru 2019","None"
"564","676","2","Ada Dana Desa, Ribuan Pasar hingga Saluran Urusan Irigasi Terbangun","None"
"565","677","2","Pemerintah Revisi Tarif Ekspor Kelapa Sawit","None"
"566","678","2","Ramaikan E-Payment, DANA Usung \"by Indonesian for Indonesia\"","None"
"567","679","2","Pembangunan SDM Jadi Prioritas Jokowi, Ini Langkah dan Anggarannya","None"
"568","680","2","Harbolnas 2018 Targetkan Raih Jumlah Transaksi Rp 7 Triliun","None"
"569","681","2","Natal dan Tahun Baru, Lonjakan Penumpang KA Diprediksi Terjadi pada 31 Desember","None"
"570","682","2","Ekonomi Indonesia Masih Punya Kesempatan untuk Tumbuh","None"
"571","683","2","Penumpang Pesawat Diprediksi Capai 6,5 Juta Saat Natal dan Tahun Baru","None"
"572","684","2","Libur Natal dan Tahun Baru, Penumpang Transportasi Laut Diprediksi Naik 3,49 Persen","None"
"573","685","2","Kolaborasi Universitas dan Industri Dapat Kembangkan Sektor Keuangan","None"
"574","686","2","Mendag Tetapkan 9 Daerah Tepat Ukur, Ini Daftarnya","None"
"575","687","2","Jadi The Best Marketing Minister Tourism of ASEAN, Arief Yahya Makin \"PeDe\"","None"
"576","688","2","Genjot Pertumbuhan Ekonomi, Jakarta Bidik Ekonomi Kreatif dan Pariwisata","None"
"577","689","2","BI: November 2018, Optimisme Konsumen Meningkat","None"
"578","690","2","Hanwha Life Luncurkan Asuransi Dana Waris dengan Premi Rp 200.000","None"
"579","691","2","Pekerja di Industri Ini Diprediksi Paling Tinggi Naik Gaji pada 2019","None"
"580","692","2","AirAsia Jalin Kerja Sama dengan Mitra Lokal di Vietnam","None"
"581","693","2","Mentan: Program Serasi Tingkatkan Produktivitas Pertanian Sumsel","None"
"582","694","2","Amartha Sudah Salurkan Rp 650 Miliar Pembiayaan untuk Usaha","None"
"583","695","2","Jonan Berharap DPR Setujui Rencana Subsidi Pemasangan Listrik","None"
"584","696","2","BTN Genjot Pembiayaan Rumah untuk Masyarakat Berpenghasilan Rendah","None"
"585","697","2","3 Hal Tak Nyaman Dialami Rombongan Sri Mulyani di KTT G20 Argentina","None"
"586","698","2","Maskapai Diminta Tak Naikkan Tarif Penerbangan Terlalu Tinggi Saat Natal dan Tahun Baru 2019","None"
"587","699","2","Mudahkan Transaksi, Amartha Optimalkan Proses Tanda Tangan Digital","None"
"588","700","2","Agar Bisnis Tetap Tumbuh di Tahun Politik, Bidik Millenial","None"
"589","701","2","Menhub: Pelabuhan Kali Adem Akan Segera Dibenahi","None"
"590","702","2","Perkuat Sistem Kelistrikan Jakarta dan Banten, PLN Investasikan Rp 500 Miliar","None"
"591","703","2","Banyak Pilot Nganggur, Menhub Ingin Kurangi Sekolah Penerbangan","None"
"592","704","2","Menhub Tak Mau Campuri Kisruh Lion Air Vs Boeing","None"
"593","705","2","Naik Tipis, Pendapatan Premi Industri Asuransi Jiwa Rp 140,94 Triliun","None"
"594","706","2","Menhub Minta Tak Ada Monopoli Taksi di Bandara Ahmad Yani","None"
"595","707","2","Kemenkeu Minta Konsorsium Asuransi Jamin Barang Milik Negara","None"
"596","708","2","Dukung Bisnis, BTN Gandeng 4 \"Start-up\"","None"
"597","709","2","Jangan Terlena dengan Penguatan Rupiah...","None"
"598","710","2","Menko Darmin: \"Penyakitnya\" Pasar Suka Bereaksi Berlebihan","None"
"599","711","2","Bos Go-Jek Masuk dalam Jajaran “2018 Bloomberg 50”","None"
"600","712","2","Sentimen Global Masih Jadi Faktor Utama Pelemahan Rupiah","None"
"601","713","2","Jeli Mengelola Migas, Rakyat Bisa Sejahtera","None"
"602","714","2","PasarPolis Hadirkan Asuransi Mikro dengan Skema Unik dan Klaim Mudah","None"
"603","715","2","Total Pendapatan Industri Asuransi Jiwa Menurun 15 Persen, Mengapa?","None"
"604","716","2","AAJI: Asuransi Jiwa Tetap Butuh Tenaga Pemasar","None"
"605","717","2","Milenial Masih Belum Peduli untuk Miliki Asuransi Jiwa","None"
"606","718","2","Bandara Soekarno-Hatta Raih Best Airport Of The Year pada Bandara Awards 2018","None"
"607","719","2","Milenial Jadi Investor Dominan di Penawaran ST-002","None"
"608","720","2","Penjualan ST-002 Lampaui Target Capai Rp 4,9 Triliun","None"
"609","721","2","Tak Melaporkan soal Akuisisi, Kospin Jasa Didenda KPPU Rp 1 Miliar","None"
"610","722","2","Soal Korban Penyerangan di Papua, Ini Kata BPJS Ketenagakerjaan","None"
"611","723","3","Ada Sejumlah Hal yang Melatari Basarah Sebut \"Soeharto Guru Korupsi\"","None"
"612","724","3","Membentuk Mahasiswa \"BEST\" melalui \"Smart Sharing\"","None"
"613","725","3","Jembatan yang Hubungkan Tual-Maluku Tenggara Ambruk, 2 Orang Luka-luka","None"
"614","726","3","Perahu Pembawa Sembako Terbalik, 2 Pelajar SMP yang Menumpang Tewas Tenggelam","None"
"615","727","3","Gempa Magnitudo 6,5 Guncang Maluku, Dirasakan hingga NTT","None"
"616","728","3","Beasiswa Belajar Bahasa Asing untuk Siswa di Daerah 3T","None"
"617","729","3","PDI-P Akui Pernyataan Basarah, \"Soeharto Guru Korupsi\" Merupakan Kampanye Negatif","None"
"618","730","3","Gempa Berkekuatan 6,5 Guncang Wilayah Maluku Barat Daya","None"
"619","731","3","Polisi Tangkap Satu Napi Provokator Kerusuhan di Lapas Banda Aceh","None"
"620","732","3","Kasus Khashoggi: Pesan yang Disadap CIA Ungkap Dugaan Keterlibatan MBS","None"
"621","733","3","Kasus Petani Bunuh Istri, Kesal Diminta Rumah Berkeramik hingga Biaya ke Salon","None"
"622","734","3","Penderita HIV/AIDS di Papua Tercatat 38.874 Orang","None"
"623","735","3","6 Fakta Duel Maut gara-gara Pilihan Capres, Keprihatinan Jokowi hingga Polisi Buru Pemasok Senpi","None"
"624","736","3","Sudirman Said: Pak Harto adalah Guru Pembangunan, Bukan Guru Korupsi","None"
