"berita","id","kelas"
"pariwisata majalengka siap terbang lebih tinggi kemas beda","612","opportunity"
"waskita karya talang anggar bebas lahan tol bocimi","613","threat"
"tak milik simulator boeing max kata pilot lion air","614","none"
"tol bocimi jalan sukabumi jadi lebih singkat","615","none"
"pilot lion air ungkap ketat atur terbang pesawat","616","none"
"cara panasonic dukung industri kreatif","617","threat"
"tarif tol bocimi kira rp per kilometer","618","none"
"jokowi tahun depan bandara sukabumi mulai bangun","619","opportunity"
"geser apple microsoft jadi usaha paling nila dunia","620","opportunity"
"jual sepeda motor operasional usaha jateng tingkat","621","opportunity"
"pilot lion air sebut selamat terbang harga mati","622","none"
"jokowi heran proyek tol bocimi mangkrak hingga tahun","623","none"
"wto ingat potensi risiko krisis dagang global","624","threat"
"jk arab saudi minta bangun kilang minyak cilacap cepat","625","none"
"sempat mangkrak tahun jokowi resmi tol bocimi seksi","626","none"
"imf venezuela lapor inflasi persen","627","none"
"sri mulyani kompak negara g uap","628","threat"
"harga alumina lonjak inalum tetap utama langgan","629","threat"
"garuda buka rute terbang jakarta-london","630","none"
"survei laku bisnis harap bangun infrastruktur lokal realisasi","631","opportunity"
"reuni tumpang krl lonjak","632","opportunity"
"hidup kerja imbang cek sini","633","none"
"per november kk sambung listrik gratis","634","none"
"bonus akhir tahun cair cara bijak kelola","635","none"
"reuni aksi pola operasi berangkat ka rekayasa","636","opportunity"
"baru keluarga korban jt terima uang santun lion air","637","none"
"perang dagang china-as tuju ada tarif tambah januari","638","threat"
"sus enggak mau dengar usaha udang jual produk china thailand","639","none"
"temu ratu belanda sri mulyani beri resep bangun sektor informal","640","none"
"citilink buka rute terbang jakarta-samarinda","641","none"
"usaha punya waktu hari lapor aktivitas merger akuisisi kppu","642","none"
"perintah panjang iupk freeport","643","none"
"pertamina tunggu waktu tepat turun harga bbm non subsidi","644","none"
"kepala skk migas janji tak manja pertamina","645","none"
"utang capai rp triliun begini kata pln","646","threat"
"lebih usaha tak lapor putus merger akuisisi kppu","647","threat"
"rupiah terus perkasa","648","opportunity"
"temu imf-bank dunia jumlah wisman oktober justru turun","649","opportunity"
"pt kai terjun personel aman angkut natal tahun baru","650","opportunity"
"rupiah fluktuatif usaha makan minum bingung","651","threat"
"kppu banyak usaha indonesia tak lapor aktivitas merger akuisisi","652","threat"
"gratis ongkir jadi magnet belanja online","653","threat"
"sentimen eksternal topang kuat rupiah hari","654","opportunity"
"peluang sukses startup persen apa","655","threat"
"arus modal masuk kira sampai tengah desember","656","threat"
"marak koperasi bodong bikin asosiasi gerah","657","threat"
"sambut harbolnas tokopedia diskon mobil yaris hingga persen","658","threat"
"pinjam tunai kredivo lebih banyak untuk didik","659","threat"
"akhir tahun pgn target dumai alir gas","660","none"
"bayar e-commerce naik transaksi kartu kredit tumbuh persen","661","opportunity"
"kredivo sesuai produk pinjam butuh millenial","662","opportunity"
"bank commonwealth luncur kartu debit platinum world","663","opportunity"
"ini jadi daya tarik orang indonesia belanja online","664","opportunity"
"jakarta masuk besar kota paling mahal barang mewah asia","665","none"
"harbolnas lazada tawar barang mulai harga rp","666","threat"
"lewat pinjam tunai kredivo bidik millenial","667","opportunity"
"menhub atur rute kendara besar panjang libur natal tahun baru","668","none"
"per september utang bumn capai rp triliun","669","threat"
"grup bank dunia himpun miliar dollar as aksi lawan ubah iklim -","670","none"
"tan optimis swasembada bawang putih","671","none"
"bank mandiri kejar persen dari transaksi harbolnas","672","opportunity"
"kurang tahun dana izin bi","673","opportunity"
"harbolnas gelar hari satu hari khusus produk lokal","674","opportunity"
"kemenhub angkut umum turun natal tahun baru","675","none"
"dana desa ribu pasar hingga salur urus irigasi bangun","676","none"
"perintah revisi tarif ekspor kelapa sawit","677","none"
"ramai e-payment dana usung by indonesian for indonesia","678","opportunity"
"bangun sdm jadi prioritas jokowi langkah anggar","679","threat"
"harbolnas target raih jumlah transaksi rp triliun","680","opportunity"
"natal tahun baru lonjak tumpang ka prediksi jadi desember","681","none"
"ekonomi indonesia punya sempat tumbuh","682","none"
"tumpang pesawat prediksi capai juta natal tahun baru","683","none"
"libur natal tahun baru tumpang transportasi laut prediksi naik persen","684","none"
"kolaborasi universitas industri kembang sektor uang","685","opportunity"
"mendag tetap daerah tepat ukur daftar","686","opportunity"
"jadi the best marketing mister tourism of asean arief yahya makin pede","687","none"
"genjot tumbuh ekonomi jakarta bidik ekonomi kreatif pariwisata","688","opportunity"
"bi november optimisme konsumen tingkat","689","opportunity"
"hanwha life luncur asuransi dana waris premi rp","690","none"
"kerja industri prediksi paling tinggi naik gaji","691","threat"
"airasia jalin kerja sama mitra lokal vietnam","692","none"
"tan program serasi tingkat produktivitas tani sumsel","693","none"
"amartha salur rp miliar biaya usaha","694","opportunity"
"jonan harap dpr tuju rencana subsidi pasang listrik","695","none"
"btn genjot biaya rumah masyarakat hasil rendah","696","none"
"tak nyaman alami rombong sri mulyani ktt g argentina","697","none"
"maskapai minta tak naik tarif terbang terlalu tinggi natal tahun baru","698","none"
"mudah transaksi amartha optimal proses tanda tangan digital","699","opportunity"
"bisnis tetap tumbuh tahun politik bidik millenial","700","opportunity"
"menhub labuh kali adem segera benah","701","none"
"kuat sistem listrik jakarta banten pln investasi rp miliar","702","none"
"banyak pilot nganggur menhub kurang sekolah terbang","703","none"
"menhub tak mau campur kisruh lion air vs boeing","704","none"
"naik tipis premi industri asuransi jiwa rp triliun","705","none"
"menhub minta tak monopoli taksi bandara ahmad yani","706","none"
"kemenkeu minta konsorsium asuransi jamin barang milik negara","707","none"
"dukung bisnis btn gandeng start-up","708","threat"
"jangan lena kuat rupiah","709","threat"
"menko darmin sakit pasar suka reaksi lebih","710","threat"
"bos go-jek masuk jajar bloomberg","711","none"
"sentimen global jadi faktor utama lemah rupiah","712","threat"
"jeli kelola migas rakyat sejahtera","713","none"
"pasarpolis hadir asuransi mikro skema unik klaim mudah","714","opportunity"
"total industri asuransi jiwa turun persen","715","none"
"aaji asuransi jiwa tetap butuh tenaga pasar","716","none"
"milenial belum peduli milik asuransi jiwa","717","none"
"bandara soekarno-hatta raih best airport of the year bandara awards","718","none"
"milenial jadi investor dominan tawar st-","719","opportunity"
"jual st- lampau target capai rp triliun","720","none"
"tak lapor soal akuisisi kospin jasa denda kppu rp miliar","721","none"
"soal korban serang papua kata bpjs ketenagakerjaan","722","none"
"jumlah yang latar basarah sebut soeharto guru korupsi","723","none"
"bentuk mahasiswa best lalu smart sharing","724","none"
"jembatan hubung tual-maluku tenggara ambruk orang luka","725","none"
"perahu bawa sembako balik ajar smp tumpang tewas tenggelam","726","none"
"gempa magnitudo guncang malu rasa hingga ntt","727","threat"
"beasiswa ajar bahasa asing siswa daerah t","728","none"
"pdi-p aku nyata basarah soeharto guru korupsi rupa kampanye negatif","729","none"
"gempa kuat guncang wilayah malu barat daya","730","threat"
"polisi tangkap satu napi provokator rusuh lapas banda aceh","731","none"
"kasus khashoggi pesan sadap cia ungkap duga libat mbs","732","none"
"kasus tani bunuh istri kesal minta rumah keramik hingga biaya salon","733","none"
"derita hiv aids papua catat orang","734","threat"
"fakta duel maut gara-gara pilih capres prihatin jokowi hingga polisi buru pasok senpi","735","none"
"sudirman said pak harto guru bangun bukan guru korupsi","736","none"
"wisuda xiv umn jawab tantang era industri","737","opportunity"
"jenazah temu air selat malaka","738","none"
"balik kisah difabel rahmat hidayat jago desain idola igun hingga temu jokowi","739","none"
"reuni tinggal prabowo dukacita anies layat","740","none"
"erdogan turki maksud bahaya raja saudi kasus khashoggi","741","none"
"mayat perempuan temu geletak tegal duga korban bunuh","742","none"
"sandiaga kamar hotel seluruh laku berkat acara reuni","743","opportunity"
"ketua rw jatinegara reuni tinggal jam jebak macet","744","none"
"cerita brigpol jackson korban sambar pesawat angkut bbm papua","745","none"
"mantan wali kota tasik dulu zaman beli gunung sekarang habis","746","none"
"duga lelah acara reuni ketua rw jatinegara tinggal","747","none"
"rieke september lalu jokowi angkat tenaga sehat jadi pns","748","opportunity"
"orang tani riau gantung diri tengkar istri","749","none"
"hari serang novel baswedan komitmen jokowi tagih","750","none"
"mensos ajak semua kalang wujud indonesia inklusi","751","none"
"beri bir gratis perempuan nekat coba bakar buah kedai","752","none"
"yogyakarta sandiaga alas hadir acara reuni","753","none"
"kolaborasi scarf perata akses materi didik","754","none"
"olly ajak parfi produksi film sulawesi utara","755","none"
"anies massa reuni mungkin lebih banyak tahun baru sampah lebih sedikit","756","opportunity"
"banjir rawa terate sudin sda jaktim pasang pompa mobile","757","threat"
"warga gotong royong sih sungai limbah minyak pipa pertamina","758","threat"
"suami aniaya istri tetap bagai sangka","759","none"
"orang pria temu tewas jembatan sungai cisadane","760","none"
"kpu segera putus calon oso bagai calon dpd","761","none"
"tangkal banjir bbws target punya kolam retensi baru citarum","762","threat"
"hendak singkir kasur kakek tewas seret banjir bandang","763","none"
"basarah lapor bareskrim kait duga hina soeharto","764","none"
"pangdam kapolda papua tuju lokasi duga tewas kerja jembatan nduga","765","none"
"gp ansor pbnu protes kicau dubes arab saudi soal reuni","766","none"
"anies pernah rasa kerepot orang naik transjakarta","767","threat"
"bareskrim polri periksa saksi kait bahar bin smith polda sumsel","768","none"
"hilang sungai gelut buaya heri temu tewas","769","none"
"henti lomba senjata trump temu putin xi jinping","770","none"
"sambut hari antikorupsi kpk gelar konferensi berantas korupsi","771","opportunity"
"kongres budaya siap gelar rabu pekan","772","opportunity"
"banyak kerja jembatan nduga papua duga bunuh kkb ambil foto upacara","773","none"
"produsen kosmetik oplos diri pernah endorse artis ibu kota","774","none"
"muara sungai dangkal pasok bbm pangkal pinang hambat","775","none"
"cuaca buruk pesawat garuda tuju pontianak darat pangkal pinang","776","none"
"as dukung rencana israel hancur terowongan hezbollah","777","none"
"dialog masyarakat desa sandiaga janji bangun infrastruktur","778","opportunity"
"baik jalan sitanala alternatif bisa lalu","779","none"
"keluarga kerja jembatan nduga papua cemas kabar","780","none"
"dinding turap salur air pondok indah jebol","781","threat"
"caleg gerindra informasi nomor urut temu guru smp","782","none"
"naik tarif kurang parkir anies warga alih transportasi umum","783","opportunity"
"pimpin komisi viii minta kemensos serius bina panti rehabilitasi sosial","784","none"
"as keluar janji nuklir rusia siap lomba senjata","785","none"
"janji kerja milda tipu korban raup rp juta","786","none"
"soekarwo bijak ganjil genap akan terap jatim","787","none"
"politeknik siap jadi motor era industri","788","opportunity"
"calon oesman sapta putus kpu tetap ikut mk","789","none"
"anggota komisi i bunuh kerja nduga papua teror hadap negara","790","none"
"tolak tambang ratus warga hadang wna staf dinas esdm","791","none"
"eurico guterres banyak warga eks timtim tinggal kamp ungsi","792","none"
"bukti longsor aktivitas tambang pt abn henti","793","threat"
"banyak pemda jawa tengah sepakat transaksi non-tunai","794","opportunity"
"supriyadi suluh agama ganggu lihat gaji rp per bulan","795","none"
"penuh sampah busa begini kondisi kali jalan unisma bekas","796","threat"
"cari curi yoghurt polisi taiwan tes dna juta rupiah","797","none"
"mendikbud ungkap beda ajar pmp era orba yang ajar","798","none"
"tangan keras papua aparat minta tetap utama prinsip ham","799","none"
"trembesi tabebuya bakal cantik tol trans jawa jawa timur","800","none"
"kemendagri kebut rekam e-ktp jelang milu","801","none"
"polisi duga ada kerja jembatan belum temu nduga papua","802","none"
"jam periksa sidik polda jubir ky berat jawab tanya","803","none"
"ijinkan anak khayal manfaat","804","none"
"ibu cemas anak sebut jadi korban bunuh kkb papua","805","none"
"kpk tahan sangka kasus duga korupsi jalan bengkal","806","none"
"sakit hati putus pemuda sebar foto mantan pacar tulis dibooking","807","threat"
"selang alkon lepas isi bbm rumah kamar kos bakar","808","none"
"presiden minta icmi beri cerah publik soal penting satu","809","none"
"dpo tahun pidana palsu dokumen kapal tangkap","810","none"
"jica tuju pindah depo mrt stadion bmw","811","none"
"bocah duga hanyut temu cari lanjut jumat pagi","812","none"
"acara bahar bin smith tetap bagai sangka","813","none"
"layan internet sumatera tengah ganggu kata telkomsel","814","threat"
"cirebon kasus bunuh dominasi latar belakang asmara","815","none"
"ma ruf amin bangun infrastruktur papua tak henti","816","opportunity"
"hujan deras jalan masuk dermaga borong manggarai timur jebol","817","none"
"tubuh putri kandung pria vonis tahun penjara denda rp miliar","818","none"
"survei lsi bulan kampanye elektabilitas jokowi-ma ruf persen prabowo-sandiaga persen","819","none"
"tujuh jenazah bunuh kkb nduga papua karyawan pt istaka karya","820","none"
"cegah jual blangko e-ktp kemendagri bakal pantau toko online","821","none"
"pemkot surakarta tak segan meja hijau buang sampah sembarang","822","none"
"polisi telusur duga oknum tni jadi laku tembak warga prabumulih","823","none"
"aktor sean penn syuting film bunuh jurnalis jamal khashoggi","824","none"
"negara minta maaf tak mampu usut langgar ham","825","none"
"dvi inafis identifikasi korban temu selat malaka","826","none"
"keluarga korban tembak paniai tolak rp miliar tawar perintah","827","none"
"kubu prabowo psi semangat serang orba bukan berantas korupsi","828","none"
"kata teliti perintah ikan trauma healing korban konflik papua","829","none"
"usai tenggak miras orang lelaki tewas tikam teman minum","830","none"
"bupati ttu jemput jenazah emanuel korban tembak kkb nduga","831","none"
"surabaya raih harga online popular city guangzhou international award","832","opportunity"
"polisi china ringkus geng jual beli obat kanker ilegal","833","none"
"erick thohir ma ruf amin gerak persen nanti","834","none"
"ekor kucing selamat rumah jagal ilegal china","835","none"
"jalan tol baru kemudi minta euforia lebih","836","opportunity"
"eka kurniawan raih harga sastra internasional belanda","837","none"
"kerja jembatan nduga papua pt istaka karya tak kawal pihak aman","838","none"
"bawaslu dishub copot stiker gambar paslon capres angkot tangsel","839","none"
"aksi ampo bank jadi brasil orang bunuh","840","none"
"mobil pikap tabrak sepeda motor rumah tewas","841","none"
"bayi balut kain batik menang temu warga belakang kios","842","none"
"truk mundur batu kali angkut timpa kemudi granmax belakang hingga tewas","843","none"
"jam terombang-ambing laut mesin kapal mati abk temu lemas","844","none"
"bahar bin smith jadi sangka komentar sandiaga","845","none"
"ratus rumah pulau bangka rendam banjir hingga meter","846","none"
"bbm sulit kendara polewali mandar antre siang hingga malam","847","threat"
"pesawat sus air tergelincri lapter mappi tak korban jiwa","848","none"
"park and ride bangun terminal kampung rambutan kalideres tb simatupang","849","opportunity"
"para menang kompasianival awards","850","none"
"kompasianival kopi darat blogger kompasiana","851","none"
"normalisasi ciliwung lama baik buat warga dukung","852","opportunity"
"ketat parkir dki siap park and ride","853","opportunity"
"gubernur dki anies baswedan hingga menaker hanif sambut kompasianival","854","opportunity"
"kini tim gerak pkk gratis naik transjakarta","855","opportunity"
"anies warga kompasiana akhir enggak sempat tulis","856","none"
"karung e-ktp temu pondok kopi bawa polres","857","none"
"kisah inspiratif perempuan jaya darat laut udara kompasianival","858","none"
"begini cara hapus program jahat android","859","opportunity"
"layan digital iot telkomsel adopsi perum uri","860","threat"
"kantor situs video porno balas boikot starbucks","861","none"
"rombak ikon microsoft office jadi lebih modern","862","none"
"mediatek sesumbar chip hio p bakal ikan terobos ai","863","opportunity"
"korea selatan jerat pihak jual teknologi samsung china","864","threat"
"rupilah aplikasi buang sampah jadi rupiah buat mahasiswa semarang","865","opportunity"
"jaring hotel mariott retas juta data tamu curi","866","threat"
"fitur close friends instagram stories kini pakai semua","867","opportunity"
"prediksi jadwal rilis fitur apple airpods ikut","868","opportunity"
"galaxy as layar infinity-o masuk sertifikasi","869","opportunity"
"youtube sempat macet gara-gara video ariana grande","870","threat"
"usia tahun jumlah fakta tarik kena playstation","871","none"
"printer dadak cetak aja subscribe youtuber pewdiepie","872","threat"
"jelang harbolnas xiaomi diskon harga redmi redmi s","873","opportunity"
"ceo kalah judi triliun rupiah vendor ponsel china ancam bangkrut","874","threat"
"tiga operator korea selatan serentak luncur jaring g","875","opportunity"
"bos qualcomm damai mentah apple","876","threat"
"google hangouts tutup","877","threat"
"samsung tahu promosi galaxy note pakai iphone","878","opportunity"
"ponsel wizphone os google jual alfamart rp","879","opportunity"
"game command conquer rivals resmi rilis android ios","880","opportunity"
"tulis tangan steve jobs lelang rp juta","881","opportunity"
"ponsel layar vivo nex nongol video","882","opportunity"
"malam hari baik mati komputer tidak","883","threat"
"zombie resident evil datang game pubg mobile","884","none"
"redbus aplikasi mesan tiket bus antarkota luncur indonesia","885","none"
"sony bikin ponsel lipat layar tembus pandang","886","opportunity"
"sharebuy konsep belanja online keroyokan jd id harbolnas","887","opportunity"
"office ikon windows akan rombak","888","opportunity"
"youtuber dapat tinggi panjang","889","none"
"janji hapus konten porno tumblr bakal akses indonesia","890","opportunity"
"twitter lite klaim dongkrak jumlah di indonesia","891","opportunity"
"xl home tambah layan netflix ekspansi kota baru","892","threat"
"lihat presentasi powerpoint bakal nonton film","893","none"
"juta quora jadi korban retas","894","threat"
"bts hingga dil topik populer twitter","895","none"
"boyband k-pop kalah popularitas jokowi prabowo twitter","896","none"
"spesifikasi asus zenfone max m max pro m","897","opportunity"
"microsoft siap ramban rupa chrome bagai ganti edge","898","none"
"bocor dokumen ungkap nama ponsel layar lipat samsung","899","opportunity"
"google go aplikasi cari ringan irit internet","900","opportunity"
"tumblr akhir blokir konten pornografi mulai desember","901","opportunity"
"begini cara google dukung ekonomi digital indonesia","902","opportunity"
"google rilis fitur cari lowong kerja","903","opportunity"
"kenal hastu wijayasri sosok programer perempuan difabel indonesia","904","none"
"bose bikin kacamata pintar fitur audio ar","905","opportunity"
"google baik masalah foto tak simpan android pixel","906","opportunity"
"snapdragon teknologi g apa","907","opportunity"
"pocophone f kini rekam video slow motion lebih halus","908","opportunity"
"bos huawei tangkap polisi kanada atas minta as","909","threat"
"google buka kursus machine learning gratis developer indonesia","910","none"
"nokia resmi luncur harga rp juta","911","opportunity"
"hotel swiss sedia jasa admin instagram tamu libur","912","none"
"youtube android tembus miliar unduh","913","opportunity"
"whatsapp mulai sebar tablet android","914","opportunity"
"iphone g baru hadir","915","opportunity"
"apa lebih dana banding aplikasi dompet digital","916","opportunity"
"aplikasi youtube putar video cara otomatis","917","none"
"samsung paten smartwatch pindai sidik jari layar","918","opportunity"
"tips editing posting foto instagram","919","none"
"tahun huawei lengser samsung","920","opportunity"
"maret google allo resmi tutup","921","threat"
"video youtube populer dunia","922","none"
"foto hasil kamera dslr pakai samsung iklan galaxy a star","923","none"
"monitor k lg luncur indonesia nyambung macbook pro","924","none"
"harga oppo a indonesia turun jelang harbolnas","925","opportunity"
"xiaomi unggul apple berkat mi band","926","opportunity"
"tahun windows mampu lewat windows","927","none"
"xiaomi siap ponsel kamera megapiksel luncur januari","928","opportunity"
"wordpress resmi luncur bawa tampil blocks serba kotak","929","none"
"youtube rilis rewind skinnyindonesian gen halilintar","930","none"
"qualcomm resmi snapdragon cx chip paling ekstrim laptop","931","none"
"harga resmi iphone xr xs xs max indonesia","932","opportunity"
"samsung turun apple stagnan vendor smartphone china tanjak","933","opportunity"
"video populer youtube indonesia","934","none"
"pandora gelar rekomendasi podcast android ios","935","opportunity"
"china desak kanada bebas petinggi huawei tahan","936","threat"
"hp luncur jajar printer laptop laku ukm","937","opportunity"
"perban indonesia siap terap lanjut standar basel iii","938","none"
"kanada minta as hapus tarif baja alumunium","939","none"
"btn akad kpr nasabah","940","none"
"as-meksiko-kanada teken nafta baru trump klaim menang","941","none"
"smf kuat peran kurang beban fiskal perintah","942","none"
"brexit inggris peluang hilang tumbuh pdb","943","none"
"turki harap hubung dagang tiongkok tingkat","944","none"
"indonesia yakin akan kurang pangan","945","threat"
"fed tegas siap naik suku bunga","946","none"
"ekonomi inggris tekan akibat skenario brexit","947","none"
"data dagang pasar saham positif","948","opportunity"
"dolar as hempas poundsterling euro","949","threat"
"harga minyak dunia jatuh","950","none"
"proyek keit bekapur nilai kurang beban labuh","951","none"
"emas jangka libas perkasa dolar as","952","none"
"kerja ekspor industri furnitur tembus usd miliar","953","none"
"rupiah angkat kerja sama pemerintah-bi-swasta","954","opportunity"
"pasar saham amerika serikat mere","955","threat"
"selesai listrik ribu mw sesuai butuh","956","none"
"modalku-askrindo sinergi daya umkm","957","none"
"medco komitmen tahan produksi migas","958","none"
"tips belanja online buat generasi milenial","959","opportunity"
"dividen pajak bumn tuntut pacu ekonomi rakyat","960","none"
"danamart siap layan ukm umkm","961","opportunity"
"jokowi juta kk sambung listrik","962","none"
"pln bidik ribu kk sambung listrik cara mandiri","963","none"
"selesai tol bocimi kabar baik logistik nasional","964","opportunity"
"hormat mendiang george hw bush pasar saham libur","965","none"
"jokowi sambung listrik gratis","966","none"
"perang dagang as-tiongkok bayang bicara g","967","threat"
"laku usaha libat bahas regulasi","968","opportunity"
"kemenperin bakal promosi fesyen indonesia prancis","969","none"
"airnav indonesia bangun menara balikpapan","970","none"
"pertamina mor vi operasi spbu satu harga","971","none"
"pariwisata target jadi sumbang utama devisa indonesia","972","none"
"angin segar tunda tarif baru amerika-tiongkok","973","threat"
"iupk freeport panjang","974","none"
"ojk likuiditas perban aman","975","none"
"mandiri capital bidik startup investasi tahun depan","976","threat"
"blok masela proyek idd jadi fokus utama dwi soetjipto","977","none"
"mendag optimistis kerja ekspor baik neraca dagang","978","none"
"mandiri capital luncur venture fund","979","none"
"tekan impor temu cadang migas raksasa","980","none"
"investor pasar modal capai juta","981","none"
"gejolak suku bunga buat proyeksi tumbuh kredit sendat","982","threat"
"bekraf dorong startup lantai bursa","983","opportunity"
"rupiah makin kokoh","984","opportunity"
"menkeu siap revisi atur pajak ipo","985","threat"
"harga pertamax cs bakal turun waktu tepat","986","none"
"ojk tumbuh kredit tembus akhir","987","opportunity"
"dwi soetjipto minta tingkat cadang migas","988","none"
"inspirasi jokowi bos adaro lintas bikin kompor listrik","989","none"
"harga gabah kering tingkat tani naik","990","none"
"nilai tukar tani naik","991","none"
"menkeu kan tantang usai temu g","992","threat"
"bi optimistis relaksasi gwm genjot salur kredit","993","opportunity"
"temu g reda tegang perang dagang","994","none"
"kunjung wisman indonesia oktober capai juta","995","opportunity"
"jokowi tunjuk eks dirut pertamina jadi kepala skk migas","996","none"
"sri mulyani sindir anak usaha belum ipo","997","none"
"pesan bos imf negara anggota g","998","none"
"november harga grosir nonmigas naik persen","999","threat"
"sektor transpor komunikasi sumbang inflasi besar","1000","threat"
"bahan makan sumbang inflasi","1001","none"
"upaya perintah stabil harga butuh pokok kian solid","1002","none"
"tips aman utang","1003","threat"
"qatar potensi dongkrak harga bbm","1004","none"
"bumn utang besar capai rp triliun","1005","none"
"sasar milenial kredivo luncur pinjam tunai","1006","opportunity"
"ekonomi batam target tumbuh","1007","opportunity"
"usaha tambang izin ekspor","1008","none"
"ancora godok right issue cari dana","1009","none"
"kredivo timbang ekspansi asean","1010","opportunity"
"investasi rp triliun lahan tak pakai batam","1011","opportunity"
"ojk temu puluh fintech ilegal","1012","threat"
"emiten anabatic optimistis tumbuh kuartal iv","1013","none"
"peran penting jokowi hilir industri","1014","none"
"menteri sofyan target sertifikasi lahan lampau","1015","none"
"fintax fair bantu kembang kuat bisnis","1016","none"
"energy equity setor rp triliun negara","1017","none"
"rupiah ke level rp usd","1018","opportunity"
"luhut tegas tak ekspor bahan mentah","1019","none"
"merosot laba pertamina cuma rp triliun hingga september","1020","none"
"ojk banyak masyarakat tak paham substansi koperasi","1021","opportunity"
"potensi ekonomi laut indonesia usd triliun","1022","none"
"labuh kuala tanjung mulai diujicobakan","1023","none"
"mental usaha batu bara perlu ubah","1024","none"
"utang usaha bumn tembus rp triliun","1025","none"
"satgas waspada investasi tindak koperasi bodong","1026","none"
"pasar saham positif usai tunda tarif as-tiongkok","1027","none"
"korsel hibah usd juta korban gempa sulsel","1028","none"
"luhut hadap revolusi industri mindset ubah","1029","opportunity"
"qatar siap hengkang opec","1030","none"
"cerita sang rajin batik cirebon","1031","none"
"pertamina-tppi ekspor perdana paraxylene tiongkok","1032","none"
"pemprov peluang milik hak kelola lebih blok rok","1033","opportunity"
"apindo saran harga bbm naik tekan cad","1034","none"
"anak usaha adhi genjot bisnis huni integrasi lrt","1035","none"
"genjot ekspor pangsa pasar jelas","1036","opportunity"
"tumbuh ekonomi capai target","1037","opportunity"
"citibank suntik usd juta pelita samudera shipping","1038","none"
"hilir industri perintah harus perhati sektor hulu","1039","none"
"tips aman belanja harbolnas","1040","opportunity"
"indonesia fokus peluang janji dagang","1041","opportunity"
"kembang harga komoditas pangan dua tahun akhir","1042","none"
"kemenkeu cair dana talang bpjs sehat rp triliun","1043","none"
"setor dividen pertamina tahun depan ciut","1044","none"
"bakrie terus benah utang hingga tahun depan","1045","none"
"pesawat boeing max lion air operasi","1046","none"
"gencat senjata bukan akhir perang dagang","1047","threat"
"batal pesawat boeing jadi putus lion","1048","none"
"laba pertamina taksir tak capai target","1049","none"
"beri diskon abal-abal harbolnas bakal kena sanksi","1050","threat"
"rupiah ke level rp usd","1051","opportunity"
"transaksi harbolnas target hingga rp triliun","1052","opportunity"
"atur pungut ekspor cpo usd terbit","1053","none"
"subsidi bbm-listrik klaim signifikan gerus apbn","1054","none"
"eksplorasi giant discovery","1055","none"
"bpjs sehat suntik dana tambah rp triliun","1056","none"
"dampak positif ketidakpastian ekonomi as","1057","opportunity"
"bakrie target pltu tanjung jati a operasi","1058","none"
"proyeksi tumbuh ekonomi apindo bawah perintah","1059","none"
"produk lokal siap banjir harbolnas","1060","opportunity"
"anggar angkat honorer tunggu kemenpan rb","1061","none"
"apindo optimistis rupiah bawah rp ribu","1062","none"
"bank mandiri ambil momentum harbolnas","1063","opportunity"
"respons sri mulyani soal kepala daerah korupsi gaji kecil","1064","none"
"bjb raih harga kpk","1065","none"
"bbm satu harga hadir nias","1066","none"
"maju ritel tradisional cara digital","1067","opportunity"
"menkeu tak soal bumn banyak utang asal bayar","1068","none"
"harga bbm prediksi tetap naik","1069","none"
"btn siap ambil peran biaya rumah mbr","1070","none"
"dorong manfaat zakat bangun lanjut","1071","none"
"tekan ihsg arah bursa eksternal","1072","none"
"rupiah sentuh rp usd","1073","threat"
"akr turun harga bbm nonsubsidi rp liter","1074","none"
"fundamental lemah rupiah sentuh rp usd","1075","threat"
"optimisme konsumen tingkat","1076","opportunity"
"november defisit apbn capai","1077","threat"
"bank danamon prediksi tumbuh ekonomi","1078","opportunity"
"perintah tak cemas imbas naik harga bbm","1079","threat"
"usaha tambang keluh efek b mesin","1080","none"
"laku industri optimistis lihat peluang tahun politik","1081","opportunity"
"stok energi fosil indonesia mampu penuh butuh","1082","none"
"perintah luncur kur khusus terna rakyat","1083","none"
"resep menkeu keluar indonesia middle income trap","1084","none"
"pgn sabet harga lhkpn kpk","1085","none"
"ajar potensi kerja sama ekonomi afsel-indonesia","1086","opportunity"
"industri manufaktur siap jadi sumber utama tumbuh ekonomi","1087","opportunity"
"sbn valas terbit hingga akhir tahun","1088","none"
"terima pajak tahun taksir capai","1089","none"
"tiga sumbang besar tumbuh ekonomi dki jakarta","1090","threat"
"kemenkeu rencana anggar dorong serap belanja","1091","none"
"ekonomi dunia ibarat es krim leleh","1092","threat"
"lemah rupiah sementara","1093","threat"
"menang pilpres hadap tantang ekonomi sama","1094","threat"
"bi sentimen brexit hambat kuat rupiah","1095","threat"
"menkeu lantik andin hadiyanto jadi staf ahli","1096","none"
"industri asuransi mulai sasar tani hingga sopir angkot","1097","none"
"menteri bumn resmi kapal wisata komodo","1098","none"
"antam tunjuk orori jadi reseller resmi","1099","none"
"imbang tumbuh ekonomi","1100","threat"
"contoh selandia baru terap regulasi produk tembakau alternatif","1101","none"
"premi asuransi jiwa capai rp triliun","1102","none"
"chandra asri gelontor usd miliar bangun kompleks petrokimia","1103","none"
"strategi perintah buat terima lampau target","1104","none"
"terima negara picu naik peringkat indonesia","1105","opportunity"
"kolaborasi perban startup","1106","opportunity"
"ekonomi indonesia on the track","1107","opportunity"
"bi waspada gejolak harga natal tahun baru","1108","threat"
