"id_training_data";"id_berita";"id_topik";"berita";"training_class"
"4";"4";"4";"startup bandung masuk final kompetisi pitching asia pasifik";"Threat"
"5";"5";"4";"tangan kreatif sang ayah sulap coret anak jadi keren";"Threat"
"7";"7";"4";"menristek beri lampu hijau kampus buka prodi esport";"Threat"
"8";"8";"4";"google pensiun hangouts";"Threat"
"12";"12";"4";"ponsel baru nokia bakal lahir india";"Threat"
"18";"18";"4";"juta data tamu hotel marriott bobol hacker";"Threat"
"22";"22";"4";"virgin galatic siap terbang manusia antariksa";"Threat"
"23";"23";"4";"indosat bantah kirim sms waspada reuni";"Threat"
"24";"24";"4";"delapan tips jitu deteksi hoax ala kepala bssn";"Threat"
"26";"26";"4";"wah apple iphone xr gratis";"Threat"
"29";"29";"4";"tahun microsoft indonesia";"Threat"
"31";"31";"4";"tabur berlian apple watch banderol rp juta";"Threat"
"32";"32";"4";"korsel gelar jaring g komersial pertama dunia";"Threat"
"33";"33";"4";"sama manusia robot bisa baper";"Threat"
"35";"35";"4";"sasar segmen rupa realme realme u tak saling kanibal";"Threat"
"43";"43";"4";"toko online laku tipsnya";"Threat"
"46";"46";"4";"lg g thinq keluh bootloop";"Threat"
"47";"47";"4";"pertama dunia jepang siar tv k";"Threat"
"48";"48";"4";"google hangouts tak tutup";"Threat"
"49";"49";"4";"hajat elektronik icee indonesia gelar apa";"Threat"
"51";"51";"4";"jejak ponsel gionee bangkrut judi";"Threat"
"52";"52";"4";"samsung ciduk nge-tweet pakai iphone";"Threat"
"54";"54";"4";"aku bos gionee judi triliun pakai duit usaha";"Threat"
"58";"58";"4";"edar bocor iphone baru apa rombak";"Threat"
"59";"59";"4";"gionee ponsel kawak china goyah judi";"Threat"
"61";"61";"4";"google hangouts pensiun";"Threat"
"62";"62";"4";"oops samsung tercyduk ngetweet pakai iphone";"Threat"
"67";"67";"4";"bos kalah judi rp triliun gionee ancam bangkrut";"Threat"
"69";"69";"4";"edan speaker banderol rp miliar";"Threat"
"72";"72";"4";"dukung ukm lazada jual produk lokal desember";"Threat"
"75";"75";"4";"lazada beri promo lama hari";"Threat"
"104";"104";"4";"hoax whatsapp makan korban";"Threat"
"107";"107";"4";"ribu giat startup padat gsi scale con";"Threat"
"110";"110";"4";"si jiplak iphone bikin ponsel punya proyektor";"Threat"
"113";"113";"4";"tarif impor mahal pabrik iphone pindah vietnam";"Threat"
"114";"114";"4";"kuning cerah sepeda listrik tarif sewa rp per jam";"Threat"
"118";"118";"4";"twitter berantas juta akun negatif panjang";"Threat"
"124";"124";"4";"twitter mulai tinggal netizen indonesia";"Threat"
"125";"125";"4";"tumblr mau hapus konten porno kata kominfo";"Threat"
"131";"131";"4";"kucur dana startup akan integrasi grab";"Threat"
"135";"135";"4";"kursi roda bisa kontrol pakai ekspresi wajah";"Threat"
"148";"148";"4";"petinggi huawei aman pihak wajib kanada";"Threat"
"150";"150";"4";"bos tangkap kanada kata huawei";"Threat"
"151";"151";"4";"bos huawei tangkap kanada";"Threat"
"153";"153";"4";"saing chrome microsoft siap browser baru";"Threat"
"155";"155";"4";"google mati allo";"Threat"
"162";"162";"4";"google-nya rusia bikin ponsel";"Threat"
"171";"171";"4";"landa skandal facebook tak tempat kerja baik";"Threat"
"173";"173";"4";"bangkit huawei anggap ancam amerika";"Threat"
"177";"177";"4";"skipjack corporation kenal encrypblock apa";"Threat"
"183";"183";"4";"china minta amerika cepat lepas bos huawei";"Threat"
"184";"184";"4";"minat beli iphone ini sebut lemah tahun";"Threat"
"185";"185";"4";"potret meng wanzhou bos huawei tangkap kanada";"Threat"
"191";"191";"4";"apa alas fanboy apple kini malas ganti iphone baru";"Threat"
"200";"312";"2";"sumber daya limpah tan jamin indonesia tak kurang pangan";"Threat"
"202";"314";"2";"sri mulyani bawa hasil temu g";"Threat"
"205";"317";"2";"kasir warung kopi cucu bos chaoroen kini punya startup dapat juta dolar as";"Threat"
"210";"322";"2";"sama presiden jokowi hadir ceo networking hary tanoesoedibjo pasar modal perlu bangun imbang perban pasar uang";"Threat"
"211";"323";"2";"menristekdikti revolusi industri peluang indonesia kreasi inovasi";"Threat"
"216";"328";"2";"jelang akhir tahun naik harga pangan nilai wajar";"Threat"
"218";"330";"2";"wall street lesu akibat khawatir lambat ekonomi as";"Threat"
"225";"337";"2";"tumbuh ekonomi asean prediksi lambat";"Threat"
"229";"341";"2";"sri mulyani satu dekade akhir rp triliun anggar tak serap tiap tahun";"Threat"
"233";"345";"2";"wall street anjlok usai tangkap putri diri huawei";"Threat"
"234";"346";"2";"usaha pabrikan iphone masuk indonesia menko luhut jamin soal izin";"Threat"
"237";"349";"2";"defisit apbn rendah sejak capai rp triliun";"Threat"
"239";"351";"2";"kata sri mulyani soal utang bumn tembus rp triliun";"Threat"
"241";"353";"2";"wall street buka lesu usai rilis data tenaga kerja";"Threat"
"246";"358";"2";"rupiah sempat lemah bi pengaruh khawatir pasar";"Threat"
"269";"381";"6";"polisi tangkap selundup sabu-sabu lewat anus lapas ciamis";"Threat"
"275";"387";"6";"toko ponsel mojokerto bobol curi rugi rp juta";"Threat"
"277";"389";"6";"polisi siaga lokasi bekas bentrok geng motor cimahi";"Threat"
"282";"394";"6";"bentrok kelompok motor cimahi orang luka";"Threat"
"285";"397";"6";"mobil rombong pengantin guling tanjak panganten garut";"Threat"
"297";"409";"6";"butuh jam padam api lahap gedung undar jombang";"Threat"
"298";"410";"6";"puluh ajar sd sukabumi racun bubur gratis";"Threat"
"300";"412";"6";"gedung fakultas ilmu didik undar jombang bakar";"Threat"
"301";"413";"6";"stasiun tawang semarang genang air";"Threat"
"307";"419";"6";"pek jembatan bojonegoro ambruk warga sulit akses";"Threat"
"308";"420";"6";"hujan angin kencang landa semarang jumlah pohon tumbang";"Threat"
"309";"421";"6";"trauma warga lumpur sidoarjo tolak bor baru";"Threat"
"312";"424";"6";"dishub jatim tegas bijak ganjil genap wacana";"Threat"
"313";"425";"6";"dor garong motor bandung sungkur tembak";"Threat"
"317";"429";"6";"titik rawan bencana tugas ka siaga natal tahun baru";"Threat"
"327";"439";"6";"angin kencang terjang lereng rapi boyolali puluh rumah rusak";"Threat"
"335";"447";"6";"puluh rumah wonosoco kudus terjang banjir bandang";"Threat"
"336";"448";"6";"motor curi pamer mapolres indramayu";"Threat"
"344";"456";"6";"longsor jadi trenggalek rincian rusa";"Threat"
"357";"469";"6";"sungai cisarua sukabumi luap rumah warga rendam";"Threat"
"360";"472";"6";"tawur ajar cirebon polisi minta sekolah tindak tegas";"Threat"
"379";"491";"3";"jalur pantura semarang kendal-batang banjir awas macet";"Threat"
"381";"493";"3";"teliti muka tanah jakut turun cm per tahun";"Threat"
"382";"494";"3";"jalur pantura kaligawe banjir parah ganjar maaf tanggung jawab";"Threat"
"383";"495";"3";"curhat hari banjir ganjar traktir warga semarang mi ayam";"Threat"
"388";"500";"3";"curi hp pasang kasih tangkap polisi";"Threat"
"395";"507";"3";"catat bangun rusak akibat terjang puting beliung bogor";"Threat"
"398";"510";"3";"ombudsman dki sebut pintu keluar jpm tanah abang tempat mangkal copet";"Threat"
"404";"516";"4";"berita hoax marak whatsapp jelang milu nigeria";"Threat"
"408";"520";"4";"google hangouts bakal mati";"Threat"
"431";"543";"4";"asteroid bennu bakal tabrak bumi sebab kiamat";"Threat"
"441";"553";"4";"google bakal mati aplikasi allo";"Threat"
"451";"563";"4";"epic developer game fortnite buka store resmi";"Threat"
"454";"566";"4";"perangkat seluler fesyen bakal jadi incar harbolnas";"Threat"
"462";"574";"6";"sering dengar musik pakai earphone tidur bahaya";"Threat"
"473";"585";"6";"casing ponsel simpan bakteri hampir kali lebih banyak duduk toilet";"Threat"
"477";"589";"6";"perlu jasa fotografi traveling";"Threat"
"489";"601";"6";"kenal sleep texting ganggu tidur buat kirim pesan sadar";"Threat"
"501";"613";"2";"waskita karya talang anggar bebas lahan tol bocimi";"Threat"
"505";"617";"2";"cara panasonic dukung industri kreatif";"Threat"
"512";"624";"2";"wto ingat potensi risiko krisis dagang global";"Threat"
"516";"628";"2";"sri mulyani kompak negara g uap";"Threat"
"517";"629";"2";"harga alumina lonjak inalum tetap utama langgan";"Threat"
"526";"638";"2";"perang dagang china-as tuju ada tarif tambah januari";"Threat"
"534";"646";"2";"utang capai rp triliun begini kata pln";"Threat"
"535";"647";"2";"lebih usaha tak lapor putus merger akuisisi kppu";"Threat"
"539";"651";"2";"rupiah fluktuatif usaha makan minum bingung";"Threat"
"540";"652";"2";"kppu banyak usaha indonesia tak lapor aktivitas merger akuisisi";"Threat"
"541";"653";"2";"gratis ongkir jadi magnet belanja online";"Threat"
"543";"655";"2";"peluang sukses startup persen apa";"Threat"
"544";"656";"2";"arus modal masuk kira sampai tengah desember";"Threat"
"545";"657";"2";"marak koperasi bodong bikin asosiasi gerah";"Threat"
"546";"658";"2";"sambut harbolnas tokopedia diskon mobil yaris hingga persen";"Threat"
"547";"659";"2";"pinjam tunai kredivo lebih banyak untuk didik";"Threat"
"554";"666";"2";"harbolnas lazada tawar barang mulai harga rp";"Threat"
"557";"669";"2";"per september utang bumn capai rp triliun";"Threat"
"567";"679";"2";"bangun sdm jadi prioritas jokowi langkah anggar";"Threat"
"579";"691";"2";"kerja industri prediksi paling tinggi naik gaji";"Threat"
"597";"709";"2";"jangan lena kuat rupiah";"Threat"
"598";"710";"2";"menko darmin sakit pasar suka reaksi lebih";"Threat"
"600";"712";"2";"sentimen global jadi faktor utama lemah rupiah";"Threat"
"615";"727";"3";"gempa magnitudo guncang malu rasa hingga ntt";"Threat"
"618";"730";"3";"gempa kuat guncang wilayah malu barat daya";"Threat"
"622";"734";"3";"derita hiv aids papua catat orang";"Threat"
"646";"758";"3";"warga gotong royong sih sungai limbah minyak pipa pertamina";"Threat"
"650";"762";"3";"tangkal banjir bbws target punya kolam retensi baru citarum";"Threat"
"655";"767";"3";"anies pernah rasa kerepot orang naik transjakarta";"Threat"
"669";"781";"3";"dinding turap salur air pondok indah jebol";"Threat"
"681";"793";"3";"bukti longsor aktivitas tambang pt abn henti";"Threat"
"684";"796";"3";"penuh sampah busa begini kondisi kali jalan unisma bekas";"Threat"
"702";"814";"3";"layan internet sumatera tengah ganggu kata telkomsel";"Threat"
"735";"847";"3";"bbm sulit kendara polewali mandar antre siang hingga malam";"Threat"
"748";"860";"4";"layan digital iot telkomsel adopsi perum uri";"Threat"
"752";"864";"4";"korea selatan jerat pihak jual teknologi samsung china";"Threat"
"754";"866";"4";"jaring hotel mariott retas juta data tamu curi";"Threat"
"758";"870";"4";"youtube sempat macet gara-gara video ariana grande";"Threat"
"760";"872";"4";"printer dadak cetak aja subscribe youtuber pewdiepie";"Threat"
"762";"874";"4";"ceo kalah judi triliun rupiah vendor ponsel china ancam bangkrut";"Threat"
"764";"876";"4";"bos qualcomm damai mentah apple";"Threat"
"765";"877";"4";"google hangouts tutup";"Threat"
"771";"883";"4";"malam hari baik mati komputer tidak";"Threat"
"780";"892";"4";"xl home tambah layan netflix ekspansi kota baru";"Threat"
"782";"894";"4";"juta quora jadi korban retas";"Threat"
"797";"909";"4";"bos huawei tangkap polisi kanada atas minta as";"Threat"
"809";"921";"4";"maret google allo resmi tutup";"Threat"
"824";"936";"4";"china desak kanada bebas petinggi huawei tahan";"Threat"
"833";"945";"2";"indonesia yakin akan kurang pangan";"Threat"
"837";"949";"2";"dolar as hempas poundsterling euro";"Threat"
"843";"955";"2";"pasar saham amerika serikat mere";"Threat"
"855";"967";"2";"perang dagang as-tiongkok bayang bicara g";"Threat"
"861";"973";"2";"angin segar tunda tarif baru amerika-tiongkok";"Threat"
"864";"976";"2";"mandiri capital bidik startup investasi tahun depan";"Threat"
"870";"982";"2";"gejolak suku bunga buat proyeksi tumbuh kredit sendat";"Threat"
"873";"985";"2";"menkeu siap revisi atur pajak ipo";"Threat"
"880";"992";"2";"menkeu kan tantang usai temu g";"Threat"
"887";"999";"2";"november harga grosir nonmigas naik persen";"Threat"
"888";"1000";"2";"sektor transpor komunikasi sumbang inflasi besar";"Threat"
"891";"1003";"2";"tips aman utang";"Threat"
"900";"1012";"2";"ojk temu puluh fintech ilegal";"Threat"
"935";"1047";"2";"gencat senjata bukan akhir perang dagang";"Threat"
"938";"1050";"2";"beri diskon abal-abal harbolnas bakal kena sanksi";"Threat"
"961";"1073";"2";"rupiah sentuh rp usd";"Threat"
"963";"1075";"2";"fundamental lemah rupiah sentuh rp usd";"Threat"
"965";"1077";"2";"november defisit apbn capai";"Threat"
"967";"1079";"2";"perintah tak cemas imbas naik harga bbm";"Threat"
"978";"1090";"2";"tiga sumbang besar tumbuh ekonomi dki jakarta";"Threat"
"980";"1092";"2";"ekonomi dunia ibarat es krim leleh";"Threat"
"981";"1093";"2";"lemah rupiah sementara";"Threat"
"982";"1094";"2";"menang pilpres hadap tantang ekonomi sama";"Threat"
"983";"1095";"2";"bi sentimen brexit hambat kuat rupiah";"Threat"
"988";"1100";"2";"imbang tumbuh ekonomi";"Threat"
"996";"1108";"2";"bi waspada gejolak harga natal tahun baru";"Threat"
"997";"1109";"2";"bi catat pekan pertama desember inflasi";"Threat"
"998";"1110";"2";"rupiah tekan ihsg mere";"Threat"
"1001";"1113";"2";"bi kan alas lemah rupiah";"Threat"
"1029";"1141";"2";"hubung as-tiongkok sulit prediksi";"Threat"
"1031";"1143";"2";"harga minyak dunia lesat";"Threat"
"1036";"1148";"4";"jelang milu nigeria informasi palsu sebar whatsapp";"Threat"
"1037";"1149";"4";"database hotel bobol data juta tamu ekspos";"Threat"
"1038";"1150";"4";"hacker retas printer minta korban ikut pewdiepie";"Threat"
"1042";"1154";"4";"google henti hangouts";"Threat"
"1045";"1157";"4";"blokir as huawei gagal jadi pimpin g dunia";"Threat"
"1046";"1158";"4";"musim belanja sistem bayar ritel jadi target retas";"Threat"
"1048";"1160";"4";"riset sebut shopee tokopedia paling saing";"Threat"
"1050";"1162";"4";"jd id kenal sharebuy belanja online keroyokan";"Threat"
"1054";"1166";"4";"sepakat as tiongkok tangguh atur tarif apple";"Threat"
"1058";"1170";"4";"google rencana henti hangouts";"Threat"
"1090";"1202";"4";"quora bobol data juta bocor";"Threat"
"1091";"1203";"4";"aplikasi jahat app store curi uang guna iphone";"Threat"
"1102";"1214";"4";"g indonesia performa snapdragon pengaruh";"Threat"
"1119";"1231";"4";"perintah jepang larang beli perangkat huawei zte";"Threat"
"1120";"1232";"4";"tahu percaya hambat potensi besar fintech";"Threat"
"1123";"1235";"4";"google ucap pisah allo maret";"Threat"
"1126";"1238";"4";"karyawan amazon racun gegara robot";"Threat"
"1132";"1316";"1";"otto hasibuan potensi rugi negara beli persen saham freeport";"Threat"
"1133";"1317";"1";"dpr minta bmkg bnpb lebih teliti";"Threat"
"1137";"1321";"1";"generasi datang harus pontang-panting bayar utang beli freeport";"Threat"
"1140";"1324";"1";"anak krakatau erupsi sby minta warga tetap waspada";"Threat"
"1204";"1388";"2";"wapres kerja migran milik terampil";"Threat"
"1206";"1390";"2";"bpkn panjang tahun kasus adu konsumen banyak sektor properti";"Threat"
"1211";"1395";"2";"nilai ekspor impor indonesia turun bulan november";"Threat"
"1212";"1396";"2";"temu wamen haji saudi patuh dorong rekam biometrik di bandara";"Threat"
"1219";"1403";"2";"lindung merek lokal maksimal kasus sengketa asing";"Threat"
"1221";"1405";"2";"ri cuma ampas kotor turis china";"Threat"
"1225";"1409";"2";"reklamasi teluk jakarta bukti negara asai taipan";"Threat"
"1227";"1411";"2";"bumn terlalu banyak utang proyek infrastruktur lebih";"Threat"
"1247";"1431";"2";"impor bengkak jokowi tak perlu berkeluh-kesah ganti mendag";"Threat"
"1248";"1432";"2";"luhut bahas ekonomi blue carbon konferensi ubah iklim polandia";"Threat"
"1250";"1434";"2";"sektor jasa jadi raja tahun";"Threat"
"1254";"1438";"3";"tsunami selat sunda enam desa dua pulau isolir";"Threat"
"1256";"1440";"3";"korban tinggal banyak pandeglang orang lampung selatan orang";"Threat"
"1261";"1445";"3";"tinggi tsunami selat sunda pengaruh proses evakuasi korban";"Threat"
"1265";"1449";"3";"empat ekor anjing lacak kerah cari korban tsunami vila mutiara";"Threat"
"1267";"1451";"3";"enam desa pandeglang bisa tembus";"Threat"
"1269";"1453";"3";"bukan bencana nasional pemda sanggup pulih dampak tsunami selat sunda";"Threat"
"1271";"1455";"3";"masa tanggap darurat tsunami selat sunda tetap hari";"Threat"
"1276";"1460";"3";"uskup agung jakarta galang dana korban tsunami selat sunda";"Threat"
"1282";"1466";"3";"polda banten minta masyarakat raya tahun baru pantai";"Threat"
"1297";"1481";"3";"pesisir pandeglang dampak paling parah tsunami";"Threat"
"1303";"1487";"3";"luhut pandjaitan panggil ahli cari bukti tsunami selat sunda";"Threat"
"1513";"1697";"5";"izin meikarta sempat bahas kemendagri";"Threat"
"1537";"1721";"5";"dalang usak mapolsek ciracas cari";"Threat"
"1544";"1728";"6";"tak situ tangerang selatan sertifikat";"Threat"
"1545";"1729";"6";"kartu merah pemkot tangsel hari air dunia";"Threat"
"1548";"1732";"6";"ribu rumah mamuju rendam banjir";"Threat"
"1563";"1747";"6";"tak situ tangerang selatan sertifikat";"Threat"
"1564";"1748";"6";"kartu merah pemkot tangsel hari air dunia";"Threat"
"1567";"1751";"6";"ribu rumah mamuju rendam banjir";"Threat"
"1582";"1766";"6";"tak situ tangerang selatan sertifikat";"Threat"
"1583";"1767";"6";"kartu merah pemkot tangsel hari air dunia";"Threat"
"1586";"1770";"6";"ribu rumah mamuju rendam banjir";"Threat"
"9";"9";"4";"worldaidsday ingat netizen dunia";"None"
"11";"11";"4";"kepala bssn masyarakat media sosial santun baik";"None"
"14";"14";"4";"bak bunglon wanita bisa tiru agam karakter";"None"
"21";"21";"4";"aksi pertama bill gates kala jadi triliuner lunas kpr";"None"
"25";"25";"4";"teradata vantage rilis apa unggul";"None"
"27";"27";"4";"robot jadi layan kafe kendali orang lumpuh";"None"
"28";"28";"4";"potret reinkarnasi tokoh kenal dunia";"None"
"30";"30";"4";"ramai guyon kocak andainikahankum";"None"
"34";"34";"4";"reuniakbardimonas puncak trending topic";"None"
"37";"37";"4";"game baik jatuh";"None"
"44";"44";"4";"alas go-jek ganti logo";"None"
"50";"50";"4";"mau jalan luar angkasa nasa jual tiket";"None"
"53";"53";"4";"roket soyuz siap antar astronot stasiun antariksa";"None"
"56";"56";"4";"prediksi jahat pakai ai film minority report jadi nyata";"None"
"57";"57";"4";"kenal data jaring riset digital muka australia";"None"
"63";"63";"4";"tonton berita teknologi baru sini";"None"
"64";"64";"4";"meme derby merseyside blunder pickford lari heboh klopp";"None"
"78";"78";"4";"liga mobile game indonesia gelar hadiah puluh juta rupiah";"None"
"79";"79";"4";"asus rog phone mau datang intip dulu tampak";"None"
"83";"83";"4";"siap rog phone sambang indonesia";"None"
"84";"84";"4";"logo go-jek singapura indonesia sama";"None"
"85";"85";"4";"asus rog phone segera rilis indonesia";"None"
"86";"86";"4";"kumpul meme tumblr blokir konten porno";"None"
"87";"87";"4";"tahu go-jek ganti baju";"None"
"88";"88";"4";"tumblr mulai bersih konten porno";"None"
"89";"89";"4";"grab resmi grabbike lounge kebayoran lama";"None"
"95";"95";"4";"hampir rampung palapa ring siap sambung indonesia";"None"
"98";"98";"4";"lindswell cantik banget sih hijab";"None"
"106";"106";"4";"lukis klasik padu budaya pop pakai photoshop";"None"
"109";"109";"4";"lebih hemat grab beri diskon rp ribu grabfresh";"None"
"115";"115";"4";"berkat twitter sutopo bnpb harga nih";"None"
"116";"116";"4";"tips twitter ala sutopo pn receh jangan baper";"None"
"119";"119";"4";"rameditwitter jokowi asi games prabowo";"None"
"120";"120";"4";"jadi migo station janji juta rupiah tiap bulan";"None"
"121";"121";"4";"deret akun tagar populer twitter panjang";"None"
"122";"122";"4";"surat tuhan tulis albert einstein jual rp miliar";"None"
"126";"126";"4";"asyik warga jakarta sewa sepeda listrik";"None"
"129";"129";"4";"cas cis cus driver go-jek ajar bahasa inggris";"None"
"132";"132";"4";"potret waktu ubah segala";"None"
"136";"136";"4";"astronot gagal iss akhir punya sempat";"None"
"139";"139";"4";"spacex pecah rekor hari";"None"
"140";"140";"4";"vainglory bakal sedia windows mac";"None"
"142";"142";"4";"nih tips ambil angle foto kece feed medsos kamu";"None"
"144";"144";"4";"deret foto makro ponsel bikin terpana";"None"
"149";"149";"4";"aplikasi grab datang jumlah fitur baru apa";"None"
"154";"154";"4";"tips video libur unik pakai tiktok cobain yuk";"None"
"157";"157";"4";"iron man captain america tampil imut";"None"
"158";"158";"4";"ponsel pertama otak snapdragon";"None"
"160";"160";"4";"bukti kalau motor listrik cetak printer d";"None"
"163";"163";"4";"bill gates puasa musik nonton tv tahun";"None"
"167";"167";"4";"jago marvel hadap thanos nintendo switch tahun depan";"None"
"168";"168";"4";"ilmuwan sebut alien pernah sambang bumi";"None"
"169";"169";"4";"tampak pukau makhluk huni dasar laut";"None"
"170";"170";"4";"sap indonesia gelar top employer";"None"
"174";"174";"4";"kisah sederhana bos telko harta rp triliun";"None"
"176";"176";"4";"goks crash team racing bakal hadir playstation";"None"
"181";"181";"4";"hp luncur laptop printer sekaligus indonesia";"None"
"187";"187";"4";"fitur chatting grab kini kirim pesan suara foto";"None"
"189";"189";"4";"penting medsos sutopo pn tangkal hoax ketemu raisa";"None"
"193";"305";"2";"mau sukses tiru sifat karakter orang kaya";"None"
"194";"306";"2";"meski murah sedikit masyarakat mau investasi reksadana";"None"
"198";"310";"2";"ajar investasi saham hingga properti lewat main";"None"
"201";"313";"2";"tata kelola gambut ri jadi rujuk dunia";"None"
"203";"315";"2";"pasok sayur mayur aman harga pasar stabil";"None"
"204";"316";"2";"guru honorer peluang punya hak tara pns";"None"
"206";"318";"2";"ekspor mebel tembus usd miliar industri furnitur dongkrak tumbuh ekonomi";"None"
"207";"319";"2";"lamar cpns lingkung istana wajib ikut skb";"None"
"212";"324";"2";"serah terima jabat dwi soetjipto resmi ngantor skk migas";"None"
"213";"325";"2";"pertamina aju turun harga bbm non subsidi";"None"
"215";"327";"2";"jadi kepala skk migas apa akan laku dwi soetjipto";"None"
"217";"329";"2";"blak-blakan bos mrt kereta masinis";"None"
"219";"331";"2";"dirut mrt kan siap jelang operasi maret";"None"
"221";"333";"2";"usaha migas italia komit aplikasi gross split";"None"
"222";"334";"2";"uang emisi - expired bi buka layan tukar sabtu minggu";"None"
"223";"335";"2";"bos mrt ungkap sulit bangun transportasi modern ri";"None"
"224";"336";"2";"uang emisi tidak guna ini alas";"None"
"227";"339";"2";"tan terima harga sistem kendali gratifikasi baik kpk";"None"
"228";"340";"2";"jelang akhir tahun sri mulyani lapor realisasi apbn presiden jokowi";"None"
"230";"342";"2";"natal tahun baru jumlah tumpang kereta api tingkat tembus juta";"None"
"231";"343";"2";"sri mulyani kucur rp triliun defisit bpjs sehat";"None"
"232";"344";"2";"antisipasi natal tahun baru kemenhub tambah jalan kereta";"None"
"235";"347";"2";"uni eropa larang cpo indonesia menko luhut polandia pekan depan";"None"
"236";"348";"2";"menkeu temu ganda jamin sehat capai juta jiwa";"None"
"238";"350";"2";"kerja apa gaji naik paling tinggi";"None"
"240";"352";"2";"menaker minta rekruitmen kerja bas kompetensi";"None"
"242";"354";"2";"revitalisasi sungai citarum menko luhut akan buat danau";"None"
"245";"357";"2";"sri mulyani lantik andin hadiyanto jadi staf ahli";"None"
"247";"359";"2";"segera resmi realisasi investasi kek galang batang rp triliun";"None"
"249";"361";"2";"ekspor anak ayam timor leste terus tingkat";"None"
"251";"363";"2";"intip jalan karir bos unilever paul polman";"None"
"252";"364";"2";"kenal mary barra bos wanita paling pengaruh dunia";"None"
"253";"365";"2";"mau daftar npwp online cek langkah sini";"None"
"254";"366";"2";"fakta uang rupiah tidak laku";"None"
"255";"367";"2";"harga telur ayam lonjak jadi rp kg";"None"
"256";"368";"2";"mahal harga daging ayam kini jual rp";"None"
"257";"369";"6";"tuding intervensi muktamar abdul mu ti info pak amien tak akurat";"None"
"259";"371";"6";"mendagri nonton wayang kulit yogya lakon sengkuni gugur";"None"
"260";"372";"6";"bikin sapu tanggung sandi buat sih kotor negara";"None"
"261";"373";"6";"tim alpha deklarasi dukung siap menang jokowi jateng";"None"
"262";"374";"6";"pilpres armageddon mahfud md nakut-nakutin aja pak amien";"None"
"264";"376";"6";"donasi palu-donggala pasca menhub abdee lelang gitar";"None"
"265";"377";"6";"pohon tumbang jalur pantura kudus-pati sempat macet jam";"None"
"266";"378";"6";"imbau kader ikut reuni pks diy tak urus politik";"None"
"267";"379";"6";"imbau partai kader pks diy jakarta ikut reuni";"None"
"268";"380";"6";"teleskop zeiss besar milik boscha kini usia tahun";"None"
"270";"382";"6";"mobil chevrolet seret ka sri tanjung tiga tumpang luka";"None"
"271";"383";"6";"mau lapor tommy soeharto ratus acara bela basarah";"None"
"272";"384";"6";"peleset ajar smp tewas tenggelam taman angsa";"None"
"274";"386";"6";"kata mendagri soal isu intervensi muktamar pemuda muhammadiyah";"None"
"276";"388";"6";"kaget banyak tak kenal prabowo sandiaga jadi laku";"None"
"278";"390";"6";"evakuasi mahasiswa papua rampung begini situasi jalan kalas";"None"
"279";"391";"6";"syahbandar sebut bakar gm gerbang samudra i dek kapal";"None"
"280";"392";"6";"karyawan spbu banyuwangi tangkap salahgunakan bbm subsidi";"None"
"281";"393";"6";"mahasiswa papua hasil evakuasi jalan kalas buka";"None"
"283";"395";"6";"polisi aman wna australia asrama mahasiswa papua";"None"
"284";"396";"6";"santri ponpes lumajang tewas tenggelam sih septi tank";"None"
"286";"398";"6";"polisi bantah mahasiswa papua hilang fakta";"None"
"287";"399";"6";"polisi pulang mahasiswa papua tidak kuliah surabaya";"None"
"289";"401";"6";"cekam asrama mahasiswa papua surabaya kepung ormas";"None"
"290";"402";"6";"orang remaja tenggelam waduk sempor";"None"
"291";"403";"6";"rekam cctv ungkap laku bunuh perempuan boyolali";"None"
"292";"404";"6";"bayi bulan pingsan kali km gerbang samudra i bakar";"None"
"293";"405";"6";"tanggap sandiaga kait dukung partai bulan bintang";"None"
"294";"406";"6";"buya syafii angkat bicara soal kasus habib bahar";"None"
"295";"407";"6";"sosok cak nanto mata buya syafii";"None"
"296";"408";"6";"buya syafii muktamar pemuda muhammadiyah tak intervensi";"None"
"299";"411";"6";"emil dardak restu adik nyaleg";"None"
"302";"414";"6";"komplot buat dokumen palsu tarif juta rupiah ringkus";"None"
"303";"415";"6";"selawat maman imanulhaq ajak massa istigasah acung jari satu";"None"
"304";"416";"6";"kerap aniaya ibu kandung pria temu tewas kebun pisang";"None"
"306";"418";"6";"jenazah bos batik keris tiba solo pesawat carter";"None"
"310";"422";"6";"pesan ma ruf amin massa istigasah garut";"None"
"311";"423";"6";"solusi gubernur soekarwo redam konflik mahasiswa papua";"None"
"314";"426";"6";"caleg gerindra tahan kejar brebes kasus gelap";"None"
"315";"427";"6";"kasus cabul santri mojokerto ganjal laku mangkir";"None"
"316";"428";"6";"nyata motif fajar habis nyawa perkosa kasir boyolali";"None"
"318";"430";"6";"polisi serius usut alir sesat pimpin sensen komara";"None"
"319";"431";"6";"putri ma ruf amin soal istigasah garut bukan politik murni doa";"None"
"320";"432";"6";"mui polisi warga garut buat surat sensen rasul allah";"None"
"322";"434";"6";"polda jabar selidik kasus begal tewas awat neng";"None"
"326";"438";"6";"viral video biker pukul spion mobil hingga patah lembang";"None"
"329";"441";"6";"sandiaga didapuk jadi keluarga ponpes sunan drajat hormat";"None"
"330";"442";"6";"edar sabu sergap tol rupa jaring lapas";"None"
"331";"443";"6";"cerita korban curi motor temu polres indramayu";"None"
"332";"444";"6";"polisi aman kosmetik ilegal endorse artis indonesia";"None"
"333";"445";"6";"sosok handianto tjokrosaputro bos batik keris tutup usia";"None"
