"id_training_data";"id_berita";"id_topik";"berita";"training_class"
"5785";"335";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"5786";"336";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"5787";"337";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"5788";"338";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"5789";"339";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"5790";"340";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"5791";"341";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"5792";"342";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
"5793";"343";"2";"Ini yang Dilakukan Taipan-taipan RI saat Merayakan Imlek";"None"
"5794";"344";"2";"Pak Pos Gelar Aksi Demo ke Kementerian BUMN hingga Istana";"None"
"5795";"345";"2";"Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Menguat ke 6.517";"None"
"5796";"346";"2";"4 LSM Minta Jokowi Batalkan Pembelian Saham Freeport";"None"
"5797";"347";"2";"OSO Securities: IHSG Diperkirakan Menguat";"None"
"5798";"348";"2";"Kumpul di Kantor Darmin, Pengusaha Logistik Mau Curhat Tol Mahal";"None"
"5799";"349";"2";"Citilink Tunda Pungut Tarif Bagasi, Langkah yang Tepat?";"None"
"5800";"350";"2";"Ekspor RI Lemah, Pertumbuhan Ekonomi 2018 Susah Tembus Target";"None"
"5801";"351";"2";"Metromini Riwayatmu Kini (2)";"None"
"5802";"352";"2";"Kata Jokowi Sertifikasi Tanah Gratis, Kok Ada Warga Bayar Rp 2,5 Juta?";"None"
"5803";"353";"2";"Lebih Untung Mana, SBR atau Deposito? (2)";"None"
"5804";"354";"2";"Metromini Riwayatmu Kini (1)";"None"
"5805";"355";"2";"Siap-siap! Seleksi Pegawai Setara PNS Dibuka 8 Februari";"None"
"5806";"356";"2";"Penampakan Kereta Mudik buat 'Orang Miskin' di China";"None"
"5807";"357";"2";"Ekonomi RI Tumbuh 5,17% di 2018";"None"
"5808";"358";"2";"Pak Pos ke Rini: Ibu yang Cantik, Dengarkan Jeritan Anak Kami";"None"
"5809";"359";"2";"Pak Pos: Gaji Kepala Kantor Rp 5,4 Juta, Direkturnya Rp 50 Juta";"None"
"5810";"360";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"5811";"361";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"5812";"362";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"5813";"363";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"5814";"364";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"5815";"365";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"5816";"366";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"5817";"367";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
"5818";"368";"2";"Ini yang Dilakukan Taipan-taipan RI saat Merayakan Imlek";"None"
"5819";"369";"2";"Pak Pos Gelar Aksi Demo ke Kementerian BUMN hingga Istana";"None"
"5820";"370";"2";"Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Menguat ke 6.517";"None"
"5821";"371";"2";"4 LSM Minta Jokowi Batalkan Pembelian Saham Freeport";"None"
"5822";"372";"2";"OSO Securities: IHSG Diperkirakan Menguat";"None"
"5823";"373";"2";"Kumpul di Kantor Darmin, Pengusaha Logistik Mau Curhat Tol Mahal";"None"
"5824";"374";"2";"Citilink Tunda Pungut Tarif Bagasi, Langkah yang Tepat?";"None"
"5825";"375";"2";"Ekspor RI Lemah, Pertumbuhan Ekonomi 2018 Susah Tembus Target";"None"
"5826";"376";"2";"Metromini Riwayatmu Kini (2)";"None"
"5827";"377";"2";"Kata Jokowi Sertifikasi Tanah Gratis, Kok Ada Warga Bayar Rp 2,5 Juta?";"None"
"5828";"378";"2";"Lebih Untung Mana, SBR atau Deposito? (2)";"None"
"5829";"379";"2";"Metromini Riwayatmu Kini (1)";"None"
"5830";"380";"2";"Siap-siap! Seleksi Pegawai Setara PNS Dibuka 8 Februari";"None"
"5831";"381";"2";"Penampakan Kereta Mudik buat 'Orang Miskin' di China";"None"
"5832";"382";"2";"Ekonomi RI Tumbuh 5,17% di 2018";"None"
"5833";"383";"2";"Pak Pos ke Rini: Ibu yang Cantik, Dengarkan Jeritan Anak Kami";"None"
"5834";"384";"2";"Pak Pos: Gaji Kepala Kantor Rp 5,4 Juta, Direkturnya Rp 50 Juta";"None"
"5835";"385";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"5836";"386";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"5837";"387";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"5838";"388";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"5839";"389";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"5840";"390";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"5841";"391";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"5842";"392";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
"5843";"393";"2";"Ini yang Dilakukan Taipan-taipan RI saat Merayakan Imlek";"None"
"5844";"394";"2";"Pak Pos Gelar Aksi Demo ke Kementerian BUMN hingga Istana";"None"
"5845";"395";"2";"Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Menguat ke 6.517";"None"
"5846";"396";"2";"4 LSM Minta Jokowi Batalkan Pembelian Saham Freeport";"None"
"5847";"397";"2";"OSO Securities: IHSG Diperkirakan Menguat";"None"
"5848";"398";"2";"Kumpul di Kantor Darmin, Pengusaha Logistik Mau Curhat Tol Mahal";"None"
"5849";"399";"2";"Citilink Tunda Pungut Tarif Bagasi, Langkah yang Tepat?";"None"
"5850";"400";"2";"Ekspor RI Lemah, Pertumbuhan Ekonomi 2018 Susah Tembus Target";"None"
"5851";"401";"2";"Metromini Riwayatmu Kini (2)";"None"
"5852";"402";"2";"Kata Jokowi Sertifikasi Tanah Gratis, Kok Ada Warga Bayar Rp 2,5 Juta?";"None"
"5853";"403";"2";"Lebih Untung Mana, SBR atau Deposito? (2)";"None"
"5854";"404";"2";"Metromini Riwayatmu Kini (1)";"None"
"5855";"405";"2";"Siap-siap! Seleksi Pegawai Setara PNS Dibuka 8 Februari";"None"
"5856";"406";"2";"Penampakan Kereta Mudik buat 'Orang Miskin' di China";"None"
"5857";"407";"2";"Ekonomi RI Tumbuh 5,17% di 2018";"None"
"5858";"408";"2";"Pak Pos ke Rini: Ibu yang Cantik, Dengarkan Jeritan Anak Kami";"None"
"5859";"409";"2";"Pak Pos: Gaji Kepala Kantor Rp 5,4 Juta, Direkturnya Rp 50 Juta";"None"
"5860";"410";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"5861";"411";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"5862";"412";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"5863";"413";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"5864";"414";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"5865";"415";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"5866";"416";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"5867";"417";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
"5868";"418";"2";"Ini yang Dilakukan Taipan-taipan RI saat Merayakan Imlek";"None"
"5869";"419";"2";"Pak Pos Gelar Aksi Demo ke Kementerian BUMN hingga Istana";"None"
"5870";"420";"2";"Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Menguat ke 6.517";"None"
"5871";"421";"2";"4 LSM Minta Jokowi Batalkan Pembelian Saham Freeport";"None"
"5872";"422";"2";"OSO Securities: IHSG Diperkirakan Menguat";"None"
"5873";"423";"2";"Kumpul di Kantor Darmin, Pengusaha Logistik Mau Curhat Tol Mahal";"None"
"5874";"424";"2";"Citilink Tunda Pungut Tarif Bagasi, Langkah yang Tepat?";"None"
"5875";"425";"2";"Ekspor RI Lemah, Pertumbuhan Ekonomi 2018 Susah Tembus Target";"None"
"5876";"426";"2";"Metromini Riwayatmu Kini (2)";"None"
"5877";"427";"2";"Kata Jokowi Sertifikasi Tanah Gratis, Kok Ada Warga Bayar Rp 2,5 Juta?";"None"
"5878";"428";"2";"Lebih Untung Mana, SBR atau Deposito? (2)";"None"
"5879";"429";"2";"Metromini Riwayatmu Kini (1)";"None"
"5880";"430";"2";"Siap-siap! Seleksi Pegawai Setara PNS Dibuka 8 Februari";"None"
"5881";"431";"2";"Penampakan Kereta Mudik buat 'Orang Miskin' di China";"None"
"5882";"432";"2";"Ekonomi RI Tumbuh 5,17% di 2018";"None"
"5883";"433";"2";"Pak Pos ke Rini: Ibu yang Cantik, Dengarkan Jeritan Anak Kami";"None"
"5884";"434";"2";"Pak Pos: Gaji Kepala Kantor Rp 5,4 Juta, Direkturnya Rp 50 Juta";"None"
"5885";"435";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"5886";"436";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"5887";"437";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"5888";"438";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"5889";"439";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"5890";"440";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"5891";"441";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"5892";"442";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
"5893";"443";"2";"Ini yang Dilakukan Taipan-taipan RI saat Merayakan Imlek";"None"
"5894";"444";"2";"Pak Pos Gelar Aksi Demo ke Kementerian BUMN hingga Istana";"None"
"5895";"445";"2";"Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Menguat ke 6.517";"None"
"5896";"446";"2";"4 LSM Minta Jokowi Batalkan Pembelian Saham Freeport";"None"
"5897";"447";"2";"OSO Securities: IHSG Diperkirakan Menguat";"None"
"5898";"448";"2";"Kumpul di Kantor Darmin, Pengusaha Logistik Mau Curhat Tol Mahal";"None"
"5899";"449";"2";"Citilink Tunda Pungut Tarif Bagasi, Langkah yang Tepat?";"None"
"5900";"450";"2";"Ekspor RI Lemah, Pertumbuhan Ekonomi 2018 Susah Tembus Target";"None"
"5901";"451";"2";"Metromini Riwayatmu Kini (2)";"None"
"5902";"452";"2";"Kata Jokowi Sertifikasi Tanah Gratis, Kok Ada Warga Bayar Rp 2,5 Juta?";"None"
"5903";"453";"2";"Lebih Untung Mana, SBR atau Deposito? (2)";"None"
"5904";"454";"2";"Metromini Riwayatmu Kini (1)";"None"
"5905";"455";"2";"Siap-siap! Seleksi Pegawai Setara PNS Dibuka 8 Februari";"None"
"5906";"456";"2";"Penampakan Kereta Mudik buat 'Orang Miskin' di China";"None"
"5907";"457";"2";"Ekonomi RI Tumbuh 5,17% di 2018";"None"
"5908";"458";"2";"Pak Pos ke Rini: Ibu yang Cantik, Dengarkan Jeritan Anak Kami";"None"
"5909";"459";"2";"Pak Pos: Gaji Kepala Kantor Rp 5,4 Juta, Direkturnya Rp 50 Juta";"None"
"5910";"460";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"5911";"461";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"5912";"462";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"5913";"463";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"5914";"464";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"5915";"465";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"5916";"466";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"5917";"467";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
"5918";"468";"2";"Ini yang Dilakukan Taipan-taipan RI saat Merayakan Imlek";"None"
"5919";"469";"2";"Pak Pos Gelar Aksi Demo ke Kementerian BUMN hingga Istana";"None"
"5920";"470";"2";"Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Menguat ke 6.517";"None"
"5921";"471";"2";"4 LSM Minta Jokowi Batalkan Pembelian Saham Freeport";"None"
"5922";"472";"2";"OSO Securities: IHSG Diperkirakan Menguat";"None"
"5923";"473";"2";"Kumpul di Kantor Darmin, Pengusaha Logistik Mau Curhat Tol Mahal";"None"
"5924";"474";"2";"Citilink Tunda Pungut Tarif Bagasi, Langkah yang Tepat?";"None"
"5925";"475";"2";"Ekspor RI Lemah, Pertumbuhan Ekonomi 2018 Susah Tembus Target";"None"
"5926";"476";"2";"Metromini Riwayatmu Kini (2)";"None"
"5927";"477";"2";"Kata Jokowi Sertifikasi Tanah Gratis, Kok Ada Warga Bayar Rp 2,5 Juta?";"None"
"5928";"478";"2";"Lebih Untung Mana, SBR atau Deposito? (2)";"None"
"5929";"479";"2";"Metromini Riwayatmu Kini (1)";"None"
"5930";"480";"2";"Siap-siap! Seleksi Pegawai Setara PNS Dibuka 8 Februari";"None"
"5931";"481";"2";"Penampakan Kereta Mudik buat 'Orang Miskin' di China";"None"
"5932";"482";"2";"Ekonomi RI Tumbuh 5,17% di 2018";"None"
"5933";"483";"2";"Pak Pos ke Rini: Ibu yang Cantik, Dengarkan Jeritan Anak Kami";"None"
"5934";"484";"2";"Pak Pos: Gaji Kepala Kantor Rp 5,4 Juta, Direkturnya Rp 50 Juta";"None"
"5935";"485";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"5936";"486";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"5937";"487";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"5938";"488";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"5939";"489";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"5940";"490";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"5941";"491";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"5942";"492";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
"5943";"493";"2";"Ini yang Dilakukan Taipan-taipan RI saat Merayakan Imlek";"None"
"5944";"494";"2";"Pak Pos Gelar Aksi Demo ke Kementerian BUMN hingga Istana";"None"
"5945";"495";"2";"Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Menguat ke 6.517";"None"
"5946";"496";"2";"4 LSM Minta Jokowi Batalkan Pembelian Saham Freeport";"None"
"5947";"497";"2";"OSO Securities: IHSG Diperkirakan Menguat";"None"
"5948";"498";"2";"Kumpul di Kantor Darmin, Pengusaha Logistik Mau Curhat Tol Mahal";"None"
"5949";"499";"2";"Citilink Tunda Pungut Tarif Bagasi, Langkah yang Tepat?";"None"
"5950";"500";"2";"Ekspor RI Lemah, Pertumbuhan Ekonomi 2018 Susah Tembus Target";"None"
"5951";"501";"2";"Metromini Riwayatmu Kini (2)";"None"
"5952";"502";"2";"Kata Jokowi Sertifikasi Tanah Gratis, Kok Ada Warga Bayar Rp 2,5 Juta?";"None"
"5953";"503";"2";"Lebih Untung Mana, SBR atau Deposito? (2)";"None"
"5954";"504";"2";"Metromini Riwayatmu Kini (1)";"None"
"5955";"505";"2";"Siap-siap! Seleksi Pegawai Setara PNS Dibuka 8 Februari";"None"
"5956";"506";"2";"Penampakan Kereta Mudik buat 'Orang Miskin' di China";"None"
"5957";"507";"2";"Ekonomi RI Tumbuh 5,17% di 2018";"None"
"5958";"508";"2";"Pak Pos ke Rini: Ibu yang Cantik, Dengarkan Jeritan Anak Kami";"None"
"5959";"509";"2";"Pak Pos: Gaji Kepala Kantor Rp 5,4 Juta, Direkturnya Rp 50 Juta";"None"
"5960";"510";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"5961";"511";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"5962";"512";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"5963";"513";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"5964";"514";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"5965";"515";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"5966";"516";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"5967";"517";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
"5968";"518";"2";"Ini yang Dilakukan Taipan-taipan RI saat Merayakan Imlek";"None"
"5969";"519";"2";"Pak Pos Gelar Aksi Demo ke Kementerian BUMN hingga Istana";"None"
"5970";"520";"2";"Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Menguat ke 6.517";"None"
"5971";"521";"2";"4 LSM Minta Jokowi Batalkan Pembelian Saham Freeport";"None"
"5972";"522";"2";"OSO Securities: IHSG Diperkirakan Menguat";"None"
"5973";"523";"2";"Kumpul di Kantor Darmin, Pengusaha Logistik Mau Curhat Tol Mahal";"None"
"5974";"524";"2";"Citilink Tunda Pungut Tarif Bagasi, Langkah yang Tepat?";"None"
"5975";"525";"2";"Ekspor RI Lemah, Pertumbuhan Ekonomi 2018 Susah Tembus Target";"None"
"5976";"526";"2";"Metromini Riwayatmu Kini (2)";"None"
"5977";"527";"2";"Kata Jokowi Sertifikasi Tanah Gratis, Kok Ada Warga Bayar Rp 2,5 Juta?";"None"
"5978";"528";"2";"Lebih Untung Mana, SBR atau Deposito? (2)";"None"
"5979";"529";"2";"Metromini Riwayatmu Kini (1)";"None"
"5980";"530";"2";"Siap-siap! Seleksi Pegawai Setara PNS Dibuka 8 Februari";"None"
"5981";"531";"2";"Penampakan Kereta Mudik buat 'Orang Miskin' di China";"None"
"5982";"532";"2";"Ekonomi RI Tumbuh 5,17% di 2018";"None"
"5983";"533";"2";"Pak Pos ke Rini: Ibu yang Cantik, Dengarkan Jeritan Anak Kami";"None"
"5984";"534";"2";"Pak Pos: Gaji Kepala Kantor Rp 5,4 Juta, Direkturnya Rp 50 Juta";"None"
"5985";"535";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"5986";"536";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"5987";"537";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"5988";"538";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"5989";"539";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"5990";"540";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"5991";"541";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"5992";"542";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
"5993";"543";"2";"Ini yang Dilakukan Taipan-taipan RI saat Merayakan Imlek";"None"
"5994";"544";"2";"Pak Pos Gelar Aksi Demo ke Kementerian BUMN hingga Istana";"None"
"5995";"545";"2";"Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Menguat ke 6.517";"None"
"5996";"546";"2";"4 LSM Minta Jokowi Batalkan Pembelian Saham Freeport";"None"
"5997";"547";"2";"OSO Securities: IHSG Diperkirakan Menguat";"None"
"5998";"548";"2";"Kumpul di Kantor Darmin, Pengusaha Logistik Mau Curhat Tol Mahal";"None"
"5999";"549";"2";"Citilink Tunda Pungut Tarif Bagasi, Langkah yang Tepat?";"None"
"6000";"550";"2";"Ekspor RI Lemah, Pertumbuhan Ekonomi 2018 Susah Tembus Target";"None"
"6001";"551";"2";"Metromini Riwayatmu Kini (2)";"None"
"6002";"552";"2";"Kata Jokowi Sertifikasi Tanah Gratis, Kok Ada Warga Bayar Rp 2,5 Juta?";"None"
"6003";"553";"2";"Lebih Untung Mana, SBR atau Deposito? (2)";"None"
"6004";"554";"2";"Metromini Riwayatmu Kini (1)";"None"
"6005";"555";"2";"Siap-siap! Seleksi Pegawai Setara PNS Dibuka 8 Februari";"None"
"6006";"556";"2";"Penampakan Kereta Mudik buat 'Orang Miskin' di China";"None"
"6007";"557";"2";"Ekonomi RI Tumbuh 5,17% di 2018";"None"
"6008";"558";"2";"Pak Pos ke Rini: Ibu yang Cantik, Dengarkan Jeritan Anak Kami";"None"
"6009";"559";"2";"Pak Pos: Gaji Kepala Kantor Rp 5,4 Juta, Direkturnya Rp 50 Juta";"None"
"6010";"560";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"6011";"561";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"6012";"562";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"6013";"563";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"6014";"564";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"6015";"565";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"6016";"566";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"6017";"567";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
"6018";"568";"2";"Ini yang Dilakukan Taipan-taipan RI saat Merayakan Imlek";"None"
"6019";"569";"2";"Pak Pos Gelar Aksi Demo ke Kementerian BUMN hingga Istana";"None"
"6020";"570";"2";"Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Menguat ke 6.517";"None"
"6021";"571";"2";"4 LSM Minta Jokowi Batalkan Pembelian Saham Freeport";"None"
"6022";"572";"2";"OSO Securities: IHSG Diperkirakan Menguat";"None"
"6023";"573";"2";"Kumpul di Kantor Darmin, Pengusaha Logistik Mau Curhat Tol Mahal";"None"
"6024";"574";"2";"Citilink Tunda Pungut Tarif Bagasi, Langkah yang Tepat?";"None"
"6025";"575";"2";"Ekspor RI Lemah, Pertumbuhan Ekonomi 2018 Susah Tembus Target";"None"
"6026";"576";"2";"Metromini Riwayatmu Kini (2)";"None"
"6027";"577";"2";"Kata Jokowi Sertifikasi Tanah Gratis, Kok Ada Warga Bayar Rp 2,5 Juta?";"None"
"6028";"578";"2";"Lebih Untung Mana, SBR atau Deposito? (2)";"None"
"6029";"579";"2";"Metromini Riwayatmu Kini (1)";"None"
"6030";"580";"2";"Siap-siap! Seleksi Pegawai Setara PNS Dibuka 8 Februari";"None"
"6031";"581";"2";"Penampakan Kereta Mudik buat 'Orang Miskin' di China";"None"
"6032";"582";"2";"Ekonomi RI Tumbuh 5,17% di 2018";"None"
"6033";"583";"2";"Pak Pos ke Rini: Ibu yang Cantik, Dengarkan Jeritan Anak Kami";"None"
"6034";"584";"2";"Pak Pos: Gaji Kepala Kantor Rp 5,4 Juta, Direkturnya Rp 50 Juta";"None"
"6035";"585";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"6036";"586";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"6037";"587";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"6038";"588";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"6039";"589";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"6040";"590";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"6041";"591";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"6042";"592";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
"6043";"593";"2";"Ini yang Dilakukan Taipan-taipan RI saat Merayakan Imlek";"None"
"6044";"594";"2";"Pak Pos Gelar Aksi Demo ke Kementerian BUMN hingga Istana";"None"
"6045";"595";"2";"Jelang Rilis Pertumbuhan Ekonomi, IHSG Dibuka Menguat ke 6.517";"None"
"6046";"596";"2";"4 LSM Minta Jokowi Batalkan Pembelian Saham Freeport";"None"
"6047";"597";"2";"OSO Securities: IHSG Diperkirakan Menguat";"None"
"6048";"598";"2";"Kumpul di Kantor Darmin, Pengusaha Logistik Mau Curhat Tol Mahal";"None"
"6049";"599";"2";"Citilink Tunda Pungut Tarif Bagasi, Langkah yang Tepat?";"None"
"6050";"600";"2";"Ekspor RI Lemah, Pertumbuhan Ekonomi 2018 Susah Tembus Target";"None"
"6051";"601";"2";"Metromini Riwayatmu Kini (2)";"None"
"6052";"602";"2";"Kata Jokowi Sertifikasi Tanah Gratis, Kok Ada Warga Bayar Rp 2,5 Juta?";"None"
"6053";"603";"2";"Lebih Untung Mana, SBR atau Deposito? (2)";"None"
"6054";"604";"2";"Metromini Riwayatmu Kini (1)";"None"
"6055";"605";"2";"Siap-siap! Seleksi Pegawai Setara PNS Dibuka 8 Februari";"None"
"6056";"606";"2";"Penampakan Kereta Mudik buat 'Orang Miskin' di China";"None"
"6057";"607";"2";"Ekonomi RI Tumbuh 5,17% di 2018";"None"
"6058";"608";"2";"Pak Pos ke Rini: Ibu yang Cantik, Dengarkan Jeritan Anak Kami";"None"
"6059";"609";"2";"Pak Pos: Gaji Kepala Kantor Rp 5,4 Juta, Direkturnya Rp 50 Juta";"None"
"6060";"610";"2";"Darmin: Sistem Logistik RI Kalah dari Malaysia hingga Vietnam";"None"
"6061";"611";"2";"Minta Direksi Mundur, Pak Pos: Gaji Terlambat, Lembur Tak Dibayar";"None"
"6062";"612";"2";"Punya Barang Hasil Kejahatan di RI? Jangan Harap Bisa Kabur ke Swiss";"None"
"6063";"613";"2";"Harga Emas Antam Stagnan di Rp 666.000/Gram";"None"
"6064";"614";"2";"Ratusan Pengusaha Eropa Kumpul di Kantor BKPM Bahas Ekonomi RI";"None"
"6065";"615";"2";"Mengintip Suksesnya Bisnis Boneka Kayu Beromzet Rp 25 Juta/Bulan";"None"
"6066";"616";"2";"Gelar Aksi Demo, Pak Pos Tuntut Direksi Mundur";"None"
"6067";"617";"2";"Dolar AS Digencet Rupiah ke Rp 13.925";"None"
