"id_training_data";"id_berita";"id_topik";"berita";"training_class"
"6914";"1464";"1";"kapal barang tenggelam china satu orang tewas hilang";"None"
"6915";"1465";"1";"bni bantu promosi ka pangandaran lewat tap cash gambar kereta api";"None"
"6916";"1466";"1";"cek kabar surat suara coblos kpu datang kantor bea cukai tanjung priok";"None"
"6917";"1467";"1";"video tembak pistol viral anggota parlemen irak kecam";"None"
"6918";"1468";"1";"bikin geger warga jatinangor bayi malang buang kandang sapi";"None"
"6919";"1469";"1";"geledah rumah sangka suap proyek air minum kpk sita rp miliar";"None"
"6920";"1470";"1";"knalpot motor hidup bripka yusuf akhir tragis";"None"
"6921";"1471";"1";"anggota komunitas moge bandung siap bantu jokowi-ma ruf menang jabar";"None"
"6922";"1472";"1";"per januari dana sumbang kampanye jokowi-ma ruf rp miliar prabowo-sandiaga rp miliar";"None"
"6923";"1473";"1";"dinkes sulut warga minahasa duga racun mi";"None"
"6924";"1474";"1";"kendara sepeda motor tewas lindas truk jakarta utara";"None"
"6925";"1475";"1";"ban lepas mobil laju luka orang wanita hong kong";"None"
"6926";"1476";"1";"polisi bongkar sindikat maling lintas provinsi aman puluh motor";"None"
"6927";"1477";"1";"khawatir ganggu pejal kaki letak lift jpo bundar senayan pindah";"None"
"6928";"1478";"1";"kali sentiong cemar dki harap regulasi soal detergen";"None"
"6929";"1479";"1";"tak kunjung restu as kroasia ancam batal beli f- israel";"None"
"6930";"1480";"1";"polisi cari unggah pertama sebar hoaks surat suara coblos medsos";"None"
"6931";"1481";"1";"banyak wna tolak masuk batam";"None"
"6932";"1482";"1";"pt nke jual saham aset bayar uang ganti rp miliar";"None"
"6933";"1483";"1";"pemkot jakbar bangun rptra anggar rp miliar";"None"
"6934";"1484";"1";"kpk apresiasi vonis cabut hak pt nke ikut lelang perintah";"None"
"6935";"1485";"1";"jokowi sertifikat tanah blitar";"None"
"6936";"1486";"1";"wanita masuk kuil suci india kini sembunyi";"None"
"6937";"1487";"1";"kasus dana imbang fee rp miliar bentuk kartu atm";"None"
"6938";"1488";"1";"update total korban longsor sukabumi temu jadi orang";"None"
"6939";"1489";"1";"pemkot bekas minta menteri purp prioritas bangun tanggul kali bekas";"None"
"6940";"1490";"1";"tarif rp transpatriot bekas target capai rp m tahun";"None"
"6941";"1491";"1";"usai laku bunuh suami bawa jenazah istri keliling kota";"None"
"6942";"1492";"1";"badai dekat puluh ribu turis tinggal pulau wisata thailand";"None"
"6943";"1493";"1";"cerita tjahjo kumolo pdi-p tahun jadi oposisi";"None"
"6944";"1494";"1";"hakim cabut hak pt nke ikut lelang proyek perintah lama bulan";"None"
"6945";"1495";"1";"jokowi surat suara cetak muncul fitnah";"None"
"6946";"1496";"1";"huntara jadi kk pandeglang tinggal ungsi";"None"
"6947";"1497";"1";"biografi tokoh dunia momofuku ando cipta mi instan hingga mi cup";"None"
"6948";"1498";"1";"bawa lari remaja putri pemuda tangkap polisi";"None"
"6949";"1499";"1";"libur panjang akhir tahun pasar klewer solo serbu beli";"None"
"6950";"1500";"1";"bambang widjojanto koordinator icw coret daftar panelis debat pilpres";"None"
"6951";"1501";"1";"berkas kasus vlog idiot lengkap tahan ahmad dhani gantung sidik";"None"
"6952";"1502";"1";"tahun sekolah lapang gempa wilayah rawan giat";"None"
"6953";"1503";"1";"sertifikat ponorogo jokowi curhat soal tuding diri pki";"None"
"6954";"1504";"1";"napi selingkuh brigpol ds lampung nyata polisi gadungan";"None"
"6955";"1505";"1";"menang tender surat suara milu";"None"
"6956";"1506";"1";"timses jokowi usul debat langsung adu visi misi papar";"None"
"6957";"1507";"1";"demokrat buang bohong award psi tong sampah";"None"
"6958";"1508";"1";"risma tambah unit suroboyo bus minggu bakal operasi";"None"
"6959";"1509";"1";"luput awas orangtua bocah tahun tewas lindas truk";"None"
"6960";"1510";"1";"menristek dikti tak mahasiswa ri jalan kerja paksa taiwan";"None"
"6961";"1511";"1";"peti kemas jatuh kapal kargo besar dampak";"None"
"6962";"1512";"1";"keluarga korban lion air aku sulit cair dana asuransi";"None"
"6963";"1513";"1";"kpu kirim daftar tanya pasang calon pek debat";"None"
"6964";"1514";"1";"aku hampir tak punya aset presiden meksiko tunjuk isi dompet";"None"
"6965";"1515";"1";"daya masyarakat itb buat sistem aquaponik desa cinangsi";"None"
"6966";"1516";"1";"polisi aju panjang tahan sangka atur skor";"None"
"6967";"1517";"1";"polisi indonesia lapor upaya laku tangkap izin singapura";"None"
"6968";"1518";"1";"website ugm raih harga kemenristekdikti";"None"
"6969";"1519";"1";"karya minta pihak besar soeharto sumbang partai";"None"
"6970";"1520";"1";"masa tahan oknum pssi sangka atur skor panjang";"None"
"6971";"1521";"1";"korban tanah longsor sukabumi temu";"None"
"6972";"1522";"1";"gunung karangetang terus keluar suara gemuruh abu vulkanik";"None"
"6973";"1523";"1";"mahasiswa ui buat inovasi platform donasi uang";"None"
"6974";"1524";"1";"jalan margonda depok macet akhir pekan sebab";"None"
"6975";"1525";"1";"jadi tembak arena bowling california tiga orang tewas";"None"
"6976";"1526";"1";"mantan komisioner kpu aneh tanya debat pilpres lebih dulu";"None"
"6977";"1527";"1";"zona waspada tsunami selat sunda meter tepi pantai";"None"
"6978";"1528";"1";"polisi sekali kencan artis va tarif rp juta";"None"
"6979";"1529";"1";"badai tropis pabuk terjang thailand lima orang lapor tewas";"None"
"6980";"1530";"1";"tanggap ketua komisi v soal tumpang lion air bayar bagasi";"None"
"6981";"1531";"1";"hari lima cari daki hilang gunung lawu temu";"None"
"6982";"1532";"1";"turun takhta sultan muhammad v sebut nikah mantan miss moscow";"None"
"6983";"1533";"1";"orang tewas akibat bakar jambar";"None"
"6984";"1534";"1";"operasi cari korban longsor sukabumi tutup satu orang temu";"None"
"6985";"1535";"1";"gunung karangetang keluar gugur lava suara gemuruh";"None"
"6986";"1536";"1";"hadir harlah ppp ma ruf amin kenang diri jadi anggota dprd dki";"None"
"6987";"1537";"1";"polisi tetap mucikari bagai sangka kasus prostitusi online";"None"
"6988";"1538";"1";"harimau mukim warga mangsa sapi bksda pasang kamera pantau";"None"
"6989";"1539";"1";"komentar ma ruf amin soal beri tanya debat";"None"
"6990";"1540";"1";"potensi pariwisata waduk jatigede ganjal buruk infrastruktur jalan";"None"
"6991";"1541";"1";"polisi sita ponsel hingga celana artis va atas kasus prostitusi online";"None"
"6992";"1542";"1";"tolak masuk thailand perempuan saudi takut bunuh pulang";"None"
"6993";"1543";"1";"kronologi aniaya ujung tewas huni apartemen green pramuka city";"None"
"6994";"1544";"1";"bunuh nurhayati rupa mantan sekuriti green pramuka city";"None"
"6995";"1545";"1";"baik tanggul kali bekas jalan raya cipendawa rampung akhir";"None"
"6996";"1546";"1";"orang tewas akibat tambang emas runtuh afghanistan";"None"
"6997";"1547";"1";"kemenkes beri tenggat hingga akhir juni akreditasi rumah sakit";"None"
"6998";"1548";"1";"icjr kecewa perintah cabut layan bpjs sehat korban tindak pidana";"None"
"6999";"1549";"1";"mucikari prostitusi online tangkap bandung";"None"
"7000";"1550";"1";"viral foto anak naik penyu sabah otoritas malaysia gelar lidi";"None"
"7001";"1551";"1";"fadli zon anggap aneh kpu ikan daftar tanya debat";"None"
"7002";"1552";"1";"kpk lelang proyek air minum pupr atur menang usaha";"None"
"7003";"1553";"1";"jumlah wilayah jakarta depok mati listrik sebab";"None"
"7004";"1554";"1";"hajar polisi unjuk rasa rompi kuning paris mantan tinju tahan";"None"
"7005";"1555";"1";"paud imbau tuntut anak kuasa calistung";"None"
"7006";"1556";"1";"kubu prabowo-sandiaga bantah minta daftar tanya beri pek debat";"None"
"7007";"1557";"1";"ketua rt tikam sepupu korban duga selingkuh istri";"None"
"7008";"1558";"1";"dki jakarta laksana ppdb bulan mei";"None"
"7009";"1559";"1";"bpjs sehat bantah defisit jadi alas putus kontrak rumah sakit";"None"
"7010";"1560";"1";"pukul sopir transjakarta pasar rebo kemudi cayla minta maaf";"None"
"7011";"1561";"1";"lama jam anies klarifikasi soal acung simbol nomor urut prabowo-sandiaga";"None"
"7012";"1562";"1";"polisi bekuk edar ratus butir ekstasi sita";"None"
"7013";"1563";"1";"tim kartini ugm raih juara kompetisi ict korea selatan";"None"
"7014";"1564";"1";"mesir tutup gerbang batas gaza asai hamas";"None"
"7015";"1565";"1";"ludah sembarang kirgistan siap denda rp juta";"None"
"7016";"1566";"1";"viral video siswa sekolah swasta rokok kelas ajar";"None"
"7017";"1567";"1";"kolaborasi teliti profesor unair jepang";"None"
"7018";"1568";"1";"minggu tak ketemu cari daki hilang gunung lawu henti";"None"
"7019";"1569";"1";"buah rumah tamansari roboh orang sempat jebak";"None"
"7020";"1570";"1";"pilih jadi presiden prabowo rencana bentuk menteri khusus tangan bencana";"None"
"7021";"1571";"1";"hamil siswi smp orang tani kupang tangkap";"None"
"7022";"1572";"1";"nyata tak salah usai penjara tahun pria dapat ganti rugi rp miliar";"None"
"7023";"1573";"1";"bocah tewas bakar ambon";"None"
"7024";"1574";"1";"rabu besok dirjen pas saksi sidang kasus mantan kalapas sukamiskin";"None"
"7025";"1575";"1";"ketua dprd bombana cabut badik rapat internal jadi ricuh";"None"
"7026";"1576";"1";"jpo sumarno jadi lokasi swafoto baru warga jakarta timur";"None"
"7027";"1577";"1";"prabowo harus waspada saja korupsi bantu bencana";"None"
"7028";"1578";"1";"kpai didik mitigasi bencana sia simulasi";"None"
"7029";"1579";"1";"jaksa sebut dakwa teroris asal blitar latih fisik pantai";"None"
"7030";"1580";"1";"sri sultan bandara baru yogyakarta tahan nama nyia";"None"
"7031";"1581";"1";"laode keluarga di rumah lempar bom molotov jadi";"None"
"7032";"1582";"1";"china butuh tiga kapal induk lindung garis pantai";"None"
"7033";"1583";"1";"amnesty indonesia teror pimpin kpk serang hadap bela ham";"None"
"7034";"1584";"1";"ratus imigran pusat tampung australia gelar aksi mogok makan";"None"
"7035";"1585";"1";"korban tipu lelang kendara bekas pt pupuk kujang jumlah orang";"None"
"7036";"1586";"1";"kemensos anggar rp miliar tangan bencana sulteng ntb banten-lampung";"None"
"7037";"1587";"1";"wp kpk teror pimpin pegawai tak ciut nyali";"None"
"7038";"1588";"1";"siswa sekolah indonesia luar negeri jadi duta festival janadriyah";"None"
"7039";"1589";"1";"titin wanita derita obesitas hampir kg tawar operasi gratis";"None"
"7040";"1590";"1";"brt baru jangkau persen wilayah dki jakarta";"None"
"7041";"1591";"1";"dissenting opinion putus bawaslu soal kasus oso";"None"
"7042";"1592";"1";"ramah disabilitas jpo bundar senayan pasang lift guiding block";"None"
"7043";"1593";"1";"icw tanya transparansi sumbang dana kampanye prabowo-sandi";"None"
"7044";"1594";"1";"warga bima racun usai santap jamur";"None"
"7045";"1595";"1";"anggap hina mantan raja malaysia media sosial tiga orang tahan";"None"
"7046";"1596";"1";"pks gerindra sepakat fit and proper test cawagub dki";"None"
"7047";"1597";"1";"dedi mulyadi ada warga jabar tak makan kurang beras";"None"
"7048";"1598";"1";"kpu bukti tak langgar unsur pidana milu atas kasus oso";"None"
"7049";"1599";"1";"hiu serang orang wanita anak perempuan australia";"None"
"7050";"1600";"1";"benar anak nakal cenderung sukses hasil teliti";"None"
"7051";"1601";"1";"biografi tokoh dunia kim jong un pimpin tinggi tiga korut";"None"
"7052";"1602";"1";"telanjang depan pintu apartemen orang pria singapura penjara";"None"
"7053";"1603";"1";"temu gelembung suara massa dukung calon kalah tuntut pilkades ulang";"None"
"7054";"1604";"1";"obor rakyat sebut bakal terbit ini kata sekjen pdi-p";"None"
"7055";"1605";"1";"mahasiswa minta jangan andal ilmu kuliah";"None"
"7056";"1606";"1";"bupati bengkulu selatan tuntut tahun penjara";"None"
"7057";"1607";"1";"kpu saran buat call center minimal kacau hari h milu";"None"
"7058";"1608";"1";"politeknik dorong banyak kolaborasi industri";"None"
"7059";"1609";"1";"bpn prabowo-sandiaga minta rawan gelar nonton bareng debat capres";"None"
"7060";"1610";"1";"tentara china jalan lebih latih militer lama";"None"
"7061";"1611";"1";"gerebek istri kamar mahasiswi dosen lapor polisi";"None"
"7062";"1612";"1";"ayah kendara motor tabrak mercy minta hakim bebas dakwa";"None"
"7063";"1613";"1";"jokowi minta usaha contoh juang ceo bukalapak achmad zaky";"None"
"7064";"1614";"1";"respons jokowi dapat ibu bayar listrik pakai uang pkh";"None"
"7065";"1615";"1";"wapres kalla yakin ekonomi indonesia tak ganggu tahun milu";"None"
"7066";"1616";"1";"putus tak salah bawaslu anies bicara soal akal sehat";"None"
"7067";"1617";"1";"tiga kendara sapu banjir kali waebobo manggarai timur ntt";"None"
"7068";"1618";"1";"lurah tahu rencana mula bangun flyover bintaro permai";"None"
"7069";"1619";"1";"putri indonesia lingkung usul milu daur ulang alat aga kampanye";"None"
"7070";"1620";"1";"adik pegawai pln korban lion air jt terima beasiswa hingga s";"None"
"7071";"1621";"1";"ada anggar bangun skybridge lrt velodrome";"None"
"7072";"1622";"1";"menteri uang australia habis rp juta naik pesawat sendiri";"None"
"7073";"1623";"1";"psi ucap selamat hirup udara bebas ahok";"None"
"7074";"1624";"1";"bangun flyover underpass bulak kapal bekas mulai";"None"
"7075";"1625";"1";"kasus pijat ilegal wna palembang kemenkum ham sumsel cari pasien";"None"
"7076";"1626";"1";"program maghrib aji jaksel anggar rp tiap gelar";"None"
"7077";"1627";"1";"cegah nakal remaja pemkot jaksel gelar program maghrib aji";"None"
"7078";"1628";"1";"duga jadi cemar polisi tutup operasi usah tambang gunung botak";"None"
"7079";"1629";"1";"hadir natal sama anies ingat satu";"None"
"7080";"1630";"1";"dakwa tiga jabat sinarmas jaksa sebut peran petinggi pt smart";"None"
"7081";"1631";"1";"as mulai proses tari pasu suriah";"None"
"7082";"1632";"1";"pakar media sosial nukman luthfie tinggal yogyakarta";"None"
"7083";"1633";"1";"polisi tangkap orang duga laku sweeping solo";"None"
"7084";"1634";"1";"lebih rawan bantu angkat titin derita obesitas kg";"None"
"7085";"1635";"1";"fakta balik cerita risma angkat anak asuh";"None"
"7086";"1636";"1";"gempa magnitudo guncang manggarai barat";"None"
"7087";"1637";"1";"mobil avanza bakar tol kota semanggi";"None"
"7088";"1638";"1";"fakta kasus pijat ilegal wna langgan kalang artis hingga untung rp miliar per hari";"None"
"7089";"1639";"1";"kisah tani bawang merah magetan rugi harga tinggi";"None"
"7090";"1640";"1";"warga temu tewas sawah duga racun obat basmi hama";"None"
"7091";"1641";"1";"drainase sumbat ratus rumah pangkal pinang rendam banjir";"None"
"7092";"1642";"1";"kasus wna buka praktik pijat ilegal chris leong sempat deportasi jakarta";"None"
"7093";"1643";"1";"pria curi uang rp juta korban sedang shalat";"None"
"7094";"1644";"1";"sandiaga hampir tiap titik kunjung sambut baliho pdi-p";"None"
"7095";"1645";"1";"mangga indramayu eksploitasi tubuh perempuan";"None"
"7096";"1646";"1";"jokowi sebut tahun perintah hanya bangun infrastruktur";"None"
"7097";"1647";"1";"lama bentuk tim gabung kasus novel baswedan justru tuai kritik";"None"
"7098";"1648";"1";"bobol rumah alam sutera gaya perlente tak curiga";"None"
"7099";"1649";"1";"babinsa jaga rumah bantu pindah barang harga korban banjir jatinangor";"None"
"7100";"1650";"1";"banyak tki asal ntt tinggal luar negeri panjang";"None"
"7101";"1651";"1";"israel klaim temu semua terowongan hezbollah lebanon";"None"
"7102";"1652";"1";"tes aji calon presiden aceh januari batal";"None"
"7103";"1653";"1";"bangkai paus raksasa dampar pesisir pantai pulau buru";"None"
"7104";"1654";"1";"cak imin optimistis pkb satu partai nasionalis religius masuk besar";"None"
"7105";"1655";"1";"video peluk orang pria viral mahasiswi mesir keluar kampus";"None"
"7106";"1656";"1";"sungai cikeruh luap ratus rumah jatinangor rendam banjir";"None"
"7107";"1657";"1";"hendak tawur anak bawah umur ciduk polisi cengkareng";"None"
"7108";"1658";"1";"instruksi prabowo rawan april";"None"
"7109";"1659";"1";"gubernur bengkulu bupati deklarasi menang jokowi-ma ruf";"None"
"7110";"1660";"1";"warga gunungkidul tangkap ular piton";"None"
"7111";"1661";"1";"main korek api dalam kontainer bocah usia tahun hangus bakar";"None"
"7112";"1662";"1";"fikom unpad raih juara kompetisi komunikasi malaysia";"None"
"7113";"1663";"1";"prabowo gue elite sadar";"None"
"7114";"1664";"1";"laku umkm seleksi jual stasiun mrt jakarta";"None"
"7115";"1665";"1";"maret unit jet tempur f-a tiba korea selatan";"None"
"7116";"1666";"1";"tahan bandara kira tki mahasiswi yogyakarta lapor polisi";"None"
"7117";"1667";"1";"sebar foto telanjang wanita tolak pria bangladesh penjara bulan";"None"
"7118";"1668";"1";"waktu tepat peluk anak manfaat";"None"
"7119";"1669";"1";"satu gadis model foto korban prostitusi online rasa tipu mucikari";"None"
"7120";"1670";"1";"usaha jepang investasi budi daya ikan sulawesi selatan";"None"
"7121";"1671";"1";"kota surabaya jadi satu raih adipura kencana";"None"
"7122";"1672";"1";"prabowo janji lobi saudi indonesia punya gedung khusus jemaah haji umroh";"None"
"7123";"1673";"1";"jokowi minta seluruh daerah rawan bencana pasang tanda ingat";"None"
"7124";"1674";"1";"jembatan ombak kreasi mahasiswa its";"None"
"7125";"1675";"1";"kpk cermat terang bupati bekas soal mendagri sidang kasus meikarta";"None"
"7126";"1676";"1";"bnpb usul presiden alat deteksi bencana jaga tni";"None"
"7127";"1677";"1";"pugar kubur pindah beda pilih caleg";"None"
"7128";"1678";"1";"racun saraf novichok masuk daftar zat larang";"None"
"7129";"1679";"1";"mahasiswa undip siap jalan program abdi masyarakat";"None"
"7130";"1680";"1";"prabowo tani sedih banjir impor mereka panen";"None"
"7131";"1681";"1";"mucikari gadis model foto madiun jadi sangka";"None"
"7132";"1682";"1";"jadi calo cpns asn magetan turun jabat minta pensiun dini";"None"
